pressure,iron,copper,hardness,silica,alkalinity,conductance,iron_class,copper_class,hardness_class,silica_class,alkalinity_class,conductance_class,conformity_class
259.90999999999883,0.0419999999999999,0.023,0.0,49.92,853.45,1868.75,1.0,1.0,1.0,1.0,0.0,1.0,0.0
496.63999999999055,0.051,0.014,0.03,48.88,668.98,3164.33,0.0,1.0,1.0,0.0,0.0,1.0,0.0
443.5999999999924,0.015,0.027,0.21,59.02,796.77,4892.55,1.0,0.0,1.0,1.0,0.0,1.0,0.0
506.2599999999902,0.018,0.025,0.18,101.14,315.77000000000004,8616.4,1.0,0.0,1.0,0.0,1.0,0.0,0.0
240.5399999999995,0.008,0.028,0.24,64.35000000000001,845.0,2809.3,1.0,1.0,1.0,1.0,0.0,1.0,0.0
240.5399999999995,0.047,0.024,0.24,51.09,142.61,3648.06,1.0,1.0,1.0,1.0,1.0,1.0,1.0
338.2999999999961,0.008,0.013,0.21,91.65,531.7,3610.75,1.0,1.0,1.0,0.0,1.0,1.0,0.0
331.9299999999963,0.037,0.026,0.3299999999999999,49.79,250.25,2054.91,1.0,0.0,0.0,1.0,1.0,1.0,0.0
261.3399999999988,0.036,0.008,0.36,125.97,132.47,1298.57,1.0,1.0,0.0,1.0,1.0,1.0,0.0
420.7199999999932,0.054,0.005,0.21,130.78,35.1,2122.51,0.0,1.0,1.0,0.0,1.0,1.0,0.0
458.6799999999919,0.034,0.01,0.18,86.19,671.71,1510.86,0.0,1.0,1.0,0.0,0.0,1.0,0.0
365.2099999999952,0.037,0.025,0.39,134.16,265.72,3411.85,1.0,1.0,0.0,0.0,1.0,1.0,0.0
505.3499999999903,0.0499999999999999,0.023,0.06,103.35,509.73,5993.650000000001,0.0,0.0,1.0,0.0,0.0,0.0,0.0
233.51999999999973,0.036,0.008,0.24,24.44,532.74,1402.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0
244.69999999999936,0.051,0.013,0.12,118.56,675.74,4100.72,1.0,1.0,1.0,1.0,1.0,1.0,1.0
402.6499999999938,0.013,0.006,0.03,44.2,401.57,8396.7,1.0,1.0,1.0,1.0,1.0,0.0,0.0
314.24999999999693,0.012,0.009,0.12,91.65,199.68,4484.09,1.0,1.0,1.0,0.0,1.0,1.0,0.0
262.63999999999874,0.013,0.015,0.21,17.29,706.16,8565.31,1.0,1.0,1.0,1.0,0.0,0.0,0.0
455.299999999992,0.033,0.018,0.21,7.15,327.21000000000004,5383.04,0.0,1.0,0.0,1.0,1.0,0.0,0.0
388.9999999999943,0.02,0.011,0.06,56.55,139.49,8845.33,1.0,1.0,1.0,1.0,1.0,0.0,0.0
377.5599999999947,0.036,0.017,0.12,99.32,597.22,5768.49,1.0,1.0,1.0,0.0,1.0,1.0,0.0
369.239999999995,0.031,0.015,0.36,61.75,119.86,7525.83,1.0,1.0,0.0,1.0,1.0,0.0,0.0
475.5799999999913,0.02,0.027,0.39,88.53,254.41,1262.95,1.0,0.0,0.0,0.0,1.0,1.0,0.0
338.6899999999961,0.044,0.017,0.03,49.010000000000005,536.12,1688.44,1.0,1.0,1.0,1.0,1.0,1.0,1.0
481.8199999999911,0.005,0.028,0.12,102.57,819.9100000000001,7297.55,1.0,0.0,1.0,0.0,0.0,0.0,0.0
461.79999999999177,0.033,0.019,0.21,40.56,564.07,7233.59,0.0,1.0,0.0,0.0,0.0,0.0,0.0
273.4299999999984,0.014,0.018,0.21,119.73,584.09,2238.21,1.0,1.0,1.0,1.0,1.0,1.0,1.0
351.6899999999956,0.022,0.008,0.39,22.23,715.39,4149.860000000001,1.0,1.0,0.0,1.0,0.0,1.0,0.0
232.2199999999998,0.029,0.014,0.36,52.13,41.99,920.4,1.0,1.0,0.0,1.0,1.0,1.0,0.0
315.8099999999969,0.008,0.009,0.39,94.77,858.0,3389.62,1.0,1.0,0.0,0.0,0.0,1.0,0.0
403.5599999999938,0.022,0.018,0.39,121.42,486.2,4578.34,1.0,1.0,0.0,0.0,1.0,1.0,0.0
439.43999999999255,0.054,0.015,0.24,13.26,610.22,6521.97,0.0,1.0,1.0,1.0,0.0,0.0,0.0
440.6099999999925,0.025,0.016,0.06,128.18,762.32,6692.530000000001,1.0,1.0,1.0,0.0,0.0,0.0,0.0
403.8199999999938,0.022,0.023,0.24,124.8,314.34000000000003,2925.13,1.0,1.0,1.0,0.0,1.0,1.0,0.0
298.5199999999975,0.045,0.006,0.15,37.18,88.92,2737.54,1.0,1.0,1.0,1.0,1.0,1.0,1.0
566.0399999999934,0.007,0.019,0.1,15.08,738.7900000000001,615.5500000000001,1.0,1.0,1.0,1.0,0.0,1.0,0.0
627.7899999999912,0.025,0.021,0.18,8.32,514.41,2823.08,1.0,0.0,1.0,1.0,0.0,1.0,0.0
403.7999999999991,0.006,0.024,0.2,20.15,314.6,7140.38,1.0,1.0,1.0,1.0,1.0,0.0,0.0
655.2199999999903,0.014,0.024,0.26,33.800000000000004,16.25,6188.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
468.9299999999968,0.016,0.023,0.26,41.6,369.33,2087.41,1.0,0.0,0.0,0.0,1.0,1.0,0.0
484.1399999999962,0.031,0.019,0.04,20.8,351.26,7428.070000000001,0.0,1.0,1.0,1.0,1.0,0.0,0.0
557.3299999999937,0.009,0.023,0.04,13.0,224.38,2943.07,1.0,0.0,1.0,1.0,1.0,1.0,0.0
603.869999999992,0.01,0.005,0.06,7.67,497.64,897.39,1.0,1.0,1.0,1.0,0.0,1.0,0.0
651.7099999999904,0.026,0.014,0.12,12.22,21.19,3756.87,0.0,1.0,1.0,1.0,1.0,1.0,0.0
558.1099999999936,0.03,0.018,0.18,33.93,677.0400000000001,6812.39,1.0,1.0,1.0,1.0,0.0,0.0,0.0
458.26999999999714,0.007,0.008,0.12,20.02,135.46,4837.3,1.0,1.0,1.0,1.0,1.0,1.0,1.0
638.5799999999908,0.009,0.019,0.16,16.900000000000002,108.55,3443.83,1.0,1.0,1.0,1.0,1.0,1.0,1.0
465.5499999999969,0.024,0.008,0.3,24.57,287.43,7403.37,1.0,1.0,0.0,1.0,1.0,0.0,0.0
422.9099999999984,0.027,0.021,0.02,40.43,382.72,3057.21,1.0,1.0,1.0,1.0,1.0,1.0,1.0
572.6699999999931,0.014,0.011,0.12,40.43,691.21,4899.7,1.0,1.0,1.0,0.0,0.0,1.0,0.0
579.8199999999929,0.033,0.015,0.08,17.29,324.87,3620.89,0.0,1.0,1.0,1.0,1.0,1.0,0.0
591.7799999999925,0.023,0.005,0.0,40.3,680.94,3216.07,1.0,1.0,1.0,0.0,0.0,1.0,0.0
627.0099999999912,0.023,0.005,0.06,32.63,646.23,4924.27,1.0,1.0,1.0,0.0,0.0,0.0,0.0
473.9999999999966,0.008,0.02,0.18,38.22,480.35,4012.06,1.0,1.0,1.0,1.0,1.0,1.0,1.0
377.54,0.016,0.018,0.24,56.81,339.95,842.9200000000001,1.0,1.0,1.0,1.0,1.0,1.0,1.0
618.4299999999915,0.016,0.02,0.2,16.900000000000002,50.31,6788.6,1.0,1.0,1.0,1.0,1.0,0.0,0.0
456.7099999999972,0.027,0.006,0.04,46.54,237.12,7441.59,1.0,1.0,1.0,0.0,1.0,0.0,0.0
530.4199999999946,0.012,0.013,0.16,1.4300000000000002,496.08,6524.570000000001,1.0,1.0,1.0,1.0,1.0,0.0,0.0
648.3299999999905,0.022,0.019,0.16,44.2,260.65000000000003,6350.110000000001,1.0,1.0,1.0,0.0,1.0,0.0,0.0
632.339999999991,0.015,0.014,0.24,35.49,706.94,377.26,1.0,1.0,0.0,0.0,0.0,1.0,0.0
478.9399999999964,0.007,0.007,0.18,39.13,298.87,7240.87,1.0,1.0,1.0,1.0,1.0,0.0,0.0
647.0299999999905,0.013,0.007,0.2,54.08,594.1,4256.33,1.0,1.0,1.0,0.0,0.0,0.0,0.0
581.1199999999928,0.01,0.012,0.22,1.69,550.4200000000001,6924.1900000000005,1.0,1.0,0.0,1.0,0.0,0.0,0.0
529.2499999999947,0.026,0.023,0.2,28.34,447.46,904.8,1.0,0.0,1.0,1.0,1.0,1.0,0.0
495.0599999999959,0.034,0.008,0.02,7.930000000000001,243.88,4376.71,0.0,1.0,1.0,1.0,1.0,1.0,0.0
478.1599999999965,0.027,0.012,0.3,5.8500000000000005,241.28,5887.83,1.0,1.0,0.0,1.0,1.0,0.0,0.0
578.7799999999929,0.019,0.013,0.12,3.64,87.10000000000001,4527.51,1.0,1.0,1.0,1.0,1.0,1.0,1.0
518.849999999995,0.02,0.021,0.24,15.08,143.26,2754.05,1.0,0.0,0.0,1.0,1.0,1.0,0.0
554.7299999999938,0.014,0.014,0.26,40.04,510.12,177.97,1.0,1.0,0.0,0.0,0.0,1.0,0.0
512.2199999999953,0.006,0.017,0.3,30.81,517.01,4941.820000000001,1.0,1.0,0.0,1.0,0.0,1.0,0.0
630.6499999999911,0.01,0.013,0.3,5.98,312.0,349.83,1.0,1.0,0.0,1.0,1.0,1.0,0.0
611.1499999999918,0.026,0.007,0.28,51.35,595.53,3933.15,0.0,1.0,0.0,0.0,0.0,1.0,0.0
662.75999999999,0.032,0.019,0.02,15.6,700.0500000000001,548.47,0.0,1.0,1.0,1.0,0.0,1.0,0.0
485.5699999999962,0.029,0.011,0.24,53.43,502.58,5942.17,1.0,1.0,0.0,0.0,0.0,0.0,0.0
541.7299999999942,0.017,0.024,0.06,40.690000000000005,394.68,5512.13,1.0,0.0,1.0,0.0,1.0,0.0,0.0
607.3799999999919,0.021,0.006,0.0,24.18,124.02,4849.26,1.0,1.0,1.0,1.0,1.0,0.0,0.0
574.2299999999931,0.026,0.014,0.14,48.88,128.05,3763.24,1.0,1.0,1.0,0.0,1.0,1.0,0.0
553.9499999999938,0.024,0.015,0.14,39.39,338.91,4088.63,1.0,1.0,1.0,1.0,1.0,1.0,1.0
668.3499999999898,0.023,0.007,0.12,33.15,347.36,6951.2300000000005,1.0,1.0,1.0,0.0,1.0,0.0,0.0
390.7999999999995,0.031,0.011,0.12,9.36,662.48,7060.17,1.0,1.0,1.0,1.0,0.0,0.0,0.0
636.1099999999909,0.014,0.005,0.16,9.49,70.33,961.48,1.0,1.0,1.0,1.0,1.0,1.0,1.0
566.6899999999933,0.022,0.011,0.1,17.29,536.9,7298.46,1.0,1.0,1.0,1.0,0.0,0.0,0.0
631.5599999999911,0.015,0.021,0.0,26.39,264.68,4064.97,1.0,0.0,1.0,1.0,1.0,0.0,0.0
535.3599999999944,0.01,0.006,0.04,19.24,442.26,5546.71,1.0,1.0,1.0,1.0,1.0,0.0,0.0
554.5999999999938,0.027,0.007,0.06,1.56,439.53,2003.04,1.0,1.0,1.0,1.0,1.0,1.0,1.0
634.3999999999962,0.008,0.022,0.16,2.08,403.52,5750.29,1.0,0.0,1.0,1.0,0.0,0.0,0.0
535.9899999999997,0.016,0.009,0.0,13.52,192.14,440.44,1.0,1.0,1.0,1.0,1.0,1.0,1.0
630.6299999999964,0.027,0.016,0.06,29.51,513.37,4285.06,0.0,1.0,1.0,1.0,0.0,0.0,0.0
647.6599999999958,0.011,0.014,0.26,10.27,540.6700000000001,5364.320000000001,1.0,1.0,0.0,1.0,0.0,0.0,0.0
716.0399999999934,0.014,0.016,0.02,18.98,129.74,5459.09,1.0,1.0,1.0,1.0,1.0,0.0,0.0
770.8999999999915,0.012,0.015,0.16,5.46,129.22,5384.08,1.0,1.0,0.0,1.0,1.0,0.0,0.0
690.5599999999943,0.025,0.024,0.02,34.32,361.14,605.28,1.0,0.0,1.0,0.0,1.0,1.0,0.0
769.8599999999915,0.021,0.006,0.14,35.88,472.16,4695.34,0.0,1.0,0.0,0.0,0.0,0.0,0.0
807.5599999999902,0.024,0.011,0.2,37.18,125.45,4306.12,0.0,1.0,0.0,0.0,1.0,0.0,0.0
663.3899999999952,0.02,0.019,0.18,12.61,424.32,3936.92,1.0,1.0,1.0,1.0,0.0,1.0,0.0
737.2299999999926,0.017,0.007,0.26,8.97,55.9,3507.92,1.0,1.0,0.0,1.0,1.0,1.0,0.0
821.4699999999897,0.017,0.007,0.14,14.95,32.63,4787.25,1.0,1.0,0.0,1.0,1.0,0.0,0.0
783.769999999991,0.007,0.007,0.04,21.32,587.47,4203.9400000000005,1.0,1.0,1.0,0.0,0.0,0.0,0.0
729.2999999999929,0.008,0.019,0.0,39.13,544.3100000000001,5815.03,1.0,1.0,1.0,0.0,0.0,0.0,0.0
541.4499999999995,0.022,0.021,0.3,25.22,272.09000000000003,2653.9500000000003,1.0,0.0,0.0,1.0,1.0,1.0,0.0
548.4699999999992,0.015,0.009,0.26,19.76,76.18,5340.400000000001,1.0,1.0,0.0,1.0,1.0,0.0,0.0
587.7299999999979,0.012,0.022,0.26,27.17,279.11,858.52,1.0,0.0,0.0,1.0,1.0,1.0,0.0
675.4799999999948,0.025,0.005,0.04,19.37,123.89,1516.19,1.0,1.0,1.0,1.0,1.0,1.0,1.0
538.4599999999996,0.01,0.006,0.2,12.74,238.94,5335.46,1.0,1.0,1.0,1.0,1.0,0.0,0.0
770.5099999999915,0.006,0.024,0.1,6.11,486.2,5486.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
730.0799999999929,0.014,0.007,0.3,28.08,103.35,4807.66,1.0,1.0,0.0,1.0,1.0,0.0,0.0
548.5999999999992,0.023,0.013,0.28,5.46,486.98,2416.05,1.0,1.0,0.0,1.0,1.0,1.0,0.0
724.4899999999931,0.009,0.021,0.24,37.7,137.8,404.17,1.0,0.0,0.0,0.0,1.0,1.0,0.0
630.6299999999964,0.005,0.024,0.2,13.26,161.33,2026.96,1.0,0.0,1.0,1.0,1.0,1.0,0.0
633.3599999999963,0.009,0.007,0.04,9.49,326.17,3291.73,1.0,1.0,1.0,1.0,1.0,1.0,1.0
620.4899999999967,0.018,0.011,0.24,3.77,289.90000000000003,1496.43,1.0,1.0,0.0,1.0,1.0,1.0,0.0
747.8899999999923,0.026,0.022,0.1,15.6,266.76,4662.84,0.0,0.0,1.0,1.0,1.0,0.0,0.0
746.7199999999923,0.016,0.016,0.14,15.08,65.91,3555.63,1.0,1.0,1.0,1.0,1.0,1.0,1.0
813.53999999999,0.021,0.017,0.14,33.15,59.15,4455.88,0.0,0.0,0.0,0.0,1.0,0.0,0.0
576.0299999999983,0.023,0.01,0.1,4.03,555.1,2749.63,1.0,1.0,1.0,1.0,0.0,1.0,0.0
547.8199999999993,0.021,0.013,0.12,18.33,271.57,4574.05,1.0,1.0,1.0,1.0,1.0,1.0,1.0
616.0699999999969,0.024,0.015,0.02,37.31,41.99,319.28000000000003,1.0,1.0,1.0,0.0,1.0,1.0,0.0
666.3799999999951,0.009,0.015,0.2,31.33,598.26,4276.22,1.0,1.0,1.0,0.0,0.0,0.0,0.0
734.1099999999927,0.011,0.018,0.12,10.14,10.66,3469.96,1.0,1.0,1.0,1.0,1.0,1.0,1.0
587.7299999999979,0.006,0.008,0.22,0.91,172.9,1496.8200000000002,1.0,1.0,0.0,1.0,1.0,1.0,0.0
527.54,0.026,0.007,0.26,40.56,251.81,4467.45,1.0,1.0,0.0,0.0,1.0,1.0,0.0
796.2499999999906,0.017,0.014,0.02,32.89,142.09,4423.12,1.0,1.0,1.0,0.0,1.0,0.0,0.0
778.6999999999912,0.022,0.007,0.02,23.92,274.17,141.83,0.0,1.0,1.0,0.0,1.0,1.0,0.0
627.2499999999965,0.01,0.012,0.02,9.75,380.25,5761.21,1.0,1.0,1.0,1.0,1.0,0.0,0.0
697.709999999994,0.024,0.019,0.06,38.09,202.67,3153.67,1.0,1.0,1.0,0.0,1.0,1.0,0.0
567.9699999999985,0.028,0.019,0.24,17.16,218.01,5115.110000000001,1.0,1.0,0.0,1.0,1.0,0.0,0.0
766.4799999999916,0.007,0.02,0.18,34.32,550.6800000000001,720.2,1.0,0.0,0.0,0.0,0.0,1.0,0.0
699.399999999994,0.017,0.013,0.28,0.0,97.24,5575.05,1.0,1.0,0.0,1.0,1.0,0.0,0.0
591.6299999999977,0.022,0.016,0.3,20.54,590.85,4232.54,1.0,1.0,0.0,1.0,0.0,1.0,0.0
534.8199999999997,0.023,0.01,0.08,23.14,555.23,1468.22,1.0,1.0,1.0,1.0,0.0,1.0,0.0
708.1099999999936,0.023,0.016,0.18,7.54,544.1800000000001,1841.84,1.0,1.0,1.0,1.0,0.0,1.0,0.0
745.4199999999923,0.014,0.01,0.04,7.28,290.42,3496.74,1.0,1.0,1.0,1.0,1.0,1.0,1.0
685.2299999999944,0.016,0.017,0.08,7.67,462.8,1485.25,1.0,1.0,1.0,1.0,0.0,1.0,0.0
736.0599999999927,0.017,0.007,0.2,28.47,170.17000000000002,5350.67,1.0,1.0,1.0,1.0,1.0,0.0,0.0
605.6699999999972,0.013,0.015,0.02,18.07,584.74,4904.64,1.0,1.0,1.0,1.0,0.0,0.0,0.0
911.2799999999918,0.014,0.014,0.06,24.7,433.29,354.38,1.0,1.0,0.0,0.0,0.0,1.0,0.0
933.379999999991,0.023,0.013,0.11,7.930000000000001,343.85,4136.47,0.0,1.0,0.0,1.0,0.0,0.0,0.0
737.8599999999979,0.024,0.009,0.07,16.77,295.49,4402.45,1.0,1.0,1.0,1.0,1.0,0.0,0.0
796.2299999999958,0.008,0.016,0.07,6.890000000000001,27.95,776.62,1.0,0.0,1.0,1.0,1.0,1.0,0.0
699.1199999999992,0.01,0.008,0.09,10.14,215.54,3098.94,1.0,1.0,1.0,1.0,1.0,1.0,1.0
748.7799999999975,0.02,0.016,0.02,28.08,275.47,2249.26,1.0,1.0,1.0,1.0,1.0,1.0,1.0
917.3899999999916,0.013,0.019,0.05,12.61,126.36,3972.28,1.0,0.0,1.0,0.0,1.0,0.0,0.0
958.85999999999,0.011,0.008,0.11,25.35,54.99,274.43,1.0,1.0,0.0,0.0,1.0,1.0,0.0
896.0699999999923,0.009,0.017,0.09,1.69,113.75,1328.34,1.0,0.0,1.0,1.0,1.0,1.0,0.0
836.9199999999944,0.019,0.02,0.14,27.69,130.39,196.3,1.0,0.0,0.0,0.0,1.0,1.0,0.0
850.4399999999939,0.006,0.01,0.12,5.33,363.74,1529.84,1.0,1.0,0.0,1.0,0.0,1.0,0.0
860.3199999999936,0.007,0.015,0.07,21.58,218.53,2442.31,1.0,1.0,1.0,0.0,1.0,1.0,0.0
907.509999999992,0.019,0.019,0.13,0.91,388.44,3338.01,1.0,0.0,0.0,1.0,0.0,0.0,0.0
937.5399999999908,0.008,0.02,0.12,20.15,434.2,1269.45,1.0,0.0,0.0,0.0,0.0,1.0,0.0
837.4399999999944,0.008,0.013,0.1,15.21,30.94,2980.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0
812.0899999999953,0.01,0.006,0.07,16.51,116.74,3442.79,1.0,1.0,1.0,1.0,1.0,0.0,0.0
927.1399999999912,0.02,0.02,0.15,16.77,211.64,3874.39,1.0,0.0,0.0,0.0,0.0,0.0,0.0
940.1399999999908,0.014,0.02,0.13,27.82,21.84,2780.1800000000003,1.0,0.0,0.0,0.0,1.0,0.0,0.0
725.5099999999983,0.009,0.018,0.11,23.79,101.53,2704.39,1.0,1.0,1.0,1.0,1.0,1.0,1.0
960.28999999999,0.006,0.015,0.04,17.16,28.99,2617.55,1.0,1.0,1.0,0.0,1.0,0.0,0.0
917.6499999999916,0.009,0.018,0.02,6.37,315.12,1212.51,1.0,0.0,1.0,1.0,0.0,1.0,0.0
966.9199999999898,0.006,0.006,0.01,10.27,277.81,1464.06,1.0,1.0,1.0,0.0,0.0,1.0,0.0
737.2099999999979,0.007,0.019,0.02,10.79,182.0,3835.91,1.0,1.0,1.0,1.0,1.0,1.0,1.0
852.7799999999938,0.015,0.015,0.11,23.14,188.89,775.0600000000001,1.0,1.0,0.0,0.0,1.0,1.0,0.0
959.76999999999,0.019,0.005,0.03,8.19,81.51,2231.19,1.0,1.0,1.0,0.0,1.0,0.0,0.0
