pressure,iron,copper,hardness,silica,alkalinity,conductance
244.69999999999936,0.051,0.013000000000000001,0.12,118.56,675.74,4100.72
402.64999999999384,0.013000000000000001,0.006,0.03,44.2,401.57,8396.7
314.24999999999693,0.012,0.009000000000000001,0.12,91.65,199.68,4484.09
262.63999999999874,0.013000000000000001,0.015,0.21,17.29,706.16,8565.31
455.299999999992,0.033,0.018000000000000002,0.21,7.15,327.21000000000004,5383.04
388.9999999999943,0.02,0.011,0.06,56.550000000000004,139.49,8845.33
377.5599999999947,0.036,0.017,0.12,99.32000000000001,597.22,5768.49
369.239999999995,0.031000000000000003,0.015,0.36,61.75,119.86,7525.83
475.5799999999913,0.02,0.027,0.39,88.53,254.41,1262.95
338.6899999999961,0.044,0.017,0.03,49.010000000000005,536.12,1688.44
481.81999999999107,0.005,0.028,0.12,102.57000000000001,819.9100000000001,7297.55
461.79999999999177,0.033,0.019,0.21,40.56,564.07,7233.59
273.42999999999836,0.014000000000000002,0.018000000000000002,0.21,119.73,584.09,2238.21
351.6899999999956,0.022000000000000002,0.008,0.39,22.23,715.39,4149.860000000001
232.2199999999998,0.029,0.014000000000000002,0.36,52.13,41.99,920.4
315.8099999999969,0.008,0.009000000000000001,0.39,94.77000000000001,858.0,3389.62
403.5599999999938,0.022000000000000002,0.018000000000000002,0.39,121.42,486.2,4578.34
439.43999999999255,0.054,0.015,0.24,13.26,610.22,6521.97
440.6099999999925,0.025,0.016,0.06,128.18,762.32,6692.530000000001
403.8199999999938,0.022000000000000002,0.023000000000000003,0.24,124.80000000000001,314.34000000000003,2925.13
298.5199999999975,0.045,0.006,0.15,37.18,88.92,2737.54
566.0399999999934,0.007,0.019,0.1,15.08,738.7900000000001,615.5500000000001
627.7899999999912,0.025,0.021,0.18,8.32,514.41,2823.08
403.79999999999905,0.006,0.024,0.2,20.150000000000002,314.6,7140.38
655.2199999999903,0.014000000000000002,0.024,0.26,33.800000000000004,16.25,6188.0
468.92999999999677,0.016,0.023000000000000003,0.26,41.6,369.33000000000004,2087.41
484.13999999999623,0.031000000000000003,0.019,0.04,20.8,351.26,7428.070000000001
557.3299999999937,0.009000000000000001,0.023000000000000003,0.04,13.0,224.38,2943.07
603.869999999992,0.01,0.005,0.06,7.67,497.64000000000004,897.39
651.7099999999904,0.026000000000000002,0.014000000000000002,0.12,12.22,21.19,3756.8700000000003
558.1099999999936,0.030000000000000002,0.018000000000000002,0.18,33.93,677.0400000000001,6812.39
458.26999999999714,0.007,0.008,0.12,20.02,135.46,4837.3
638.5799999999908,0.009000000000000001,0.019,0.16,16.900000000000002,108.55,3443.83
465.5499999999969,0.024,0.008,0.3,24.57,287.43,7403.37
422.9099999999984,0.027,0.021,0.02,40.43,382.72,3057.21
572.6699999999931,0.014000000000000002,0.011,0.12,40.43,691.21,4899.7
579.8199999999929,0.033,0.015,0.08,17.29,324.87,3620.8900000000003
591.7799999999925,0.023000000000000003,0.005,0.0,40.300000000000004,680.94,3216.07
627.0099999999912,0.023000000000000003,0.005,0.06,32.63,646.23,4924.27
473.9999999999966,0.008,0.02,0.18,38.22,480.35,4012.06
377.53999999999996,0.016,0.018000000000000002,0.24,56.81,339.95,842.9200000000001
618.4299999999915,0.016,0.02,0.2,16.900000000000002,50.31,6788.6
456.7099999999972,0.027,0.006,0.04,46.54,237.12,7441.59
530.4199999999946,0.012,0.013000000000000001,0.16,1.4300000000000002,496.08000000000004,6524.570000000001
648.3299999999905,0.022000000000000002,0.019,0.16,44.2,260.65000000000003,6350.110000000001
632.339999999991,0.015,0.014000000000000002,0.24,35.49,706.94,377.26
478.9399999999964,0.007,0.007,0.18,39.13,298.87,7240.87
647.0299999999905,0.013000000000000001,0.007,0.2,54.08,594.1,4256.33
581.1199999999928,0.01,0.012,0.22,1.69,550.4200000000001,6924.1900000000005
529.2499999999947,0.026000000000000002,0.023000000000000003,0.2,28.34,447.46000000000004,904.8000000000001
495.05999999999585,0.034,0.008,0.02,7.930000000000001,243.88,4376.71
478.15999999999644,0.027,0.012,0.3,5.8500000000000005,241.28,5887.83
578.7799999999929,0.019,0.013000000000000001,0.12,3.64,87.10000000000001,4527.51
518.849999999995,0.02,0.021,0.24,15.08,143.26,2754.05
554.7299999999938,0.014000000000000002,0.014000000000000002,0.26,40.04,510.12,177.97
512.2199999999953,0.006,0.017,0.3,30.810000000000002,517.01,4941.820000000001
630.6499999999911,0.01,0.013000000000000001,0.3,5.98,312.0,349.83
611.1499999999918,0.026000000000000002,0.007,0.28,51.35,595.53,3933.15
662.75999999999,0.032,0.019,0.02,15.600000000000001,700.0500000000001,548.47
485.5699999999962,0.029,0.011,0.24,53.43,502.58000000000004,5942.17
541.7299999999942,0.017,0.024,0.06,40.690000000000005,394.68,5512.13
607.3799999999919,0.021,0.006,0.0,24.18,124.02000000000001,4849.26
574.2299999999931,0.026000000000000002,0.014000000000000002,0.14,48.88,128.05,3763.2400000000002
553.9499999999938,0.024,0.015,0.14,39.39,338.91,4088.63
668.3499999999898,0.023000000000000003,0.007,0.12,33.15,347.36,6951.2300000000005
390.7999999999995,0.031000000000000003,0.011,0.12,9.36,662.48,7060.17
636.1099999999909,0.014000000000000002,0.005,0.16,9.49,70.33,961.48
566.6899999999933,0.022000000000000002,0.011,0.1,17.29,536.9,7298.46
631.5599999999911,0.015,0.021,0.0,26.39,264.68,4064.9700000000003
535.3599999999944,0.01,0.006,0.04,19.240000000000002,442.26,5546.71
554.5999999999938,0.027,0.007,0.06,1.56,439.53000000000003,2003.04
634.3999999999962,0.008,0.022000000000000002,0.16,2.08,403.52000000000004,5750.29
535.9899999999997,0.016,0.009000000000000001,0.0,13.52,192.14000000000001,440.44
630.6299999999964,0.027,0.016,0.06,29.51,513.37,4285.06
647.6599999999958,0.011,0.014000000000000002,0.26,10.27,540.6700000000001,5364.320000000001
716.0399999999934,0.014000000000000002,0.016,0.02,18.98,129.74,5459.09
770.8999999999915,0.012,0.015,0.16,5.46,129.22,5384.08
690.5599999999943,0.025,0.024,0.02,34.32,361.14,605.28
769.8599999999915,0.021,0.006,0.14,35.88,472.16,4695.34
807.5599999999902,0.024,0.011,0.2,37.18,125.45,4306.12
663.3899999999952,0.02,0.019,0.18,12.610000000000001,424.32,3936.92
737.2299999999926,0.017,0.007,0.26,8.97,55.9,3507.92
821.4699999999897,0.017,0.007,0.14,14.950000000000001,32.63,4787.25
783.769999999991,0.007,0.007,0.04,21.32,587.47,4203.9400000000005
729.2999999999929,0.008,0.019,0.0,39.13,544.3100000000001,5815.03
541.4499999999995,0.022000000000000002,0.021,0.3,25.220000000000002,272.09000000000003,2653.9500000000003
548.4699999999992,0.015,0.009000000000000001,0.26,19.76,76.18,5340.400000000001
587.7299999999979,0.012,0.022000000000000002,0.26,27.17,279.11,858.52
675.4799999999948,0.025,0.005,0.04,19.37,123.89,1516.19
538.4599999999996,0.01,0.006,0.2,12.74,238.94,5335.46
770.5099999999915,0.006,0.024,0.1,6.11,486.2,5486.0
730.0799999999929,0.014000000000000002,0.007,0.3,28.080000000000002,103.35000000000001,4807.66
548.5999999999992,0.023000000000000003,0.013000000000000001,0.28,5.46,486.98,2416.05
724.4899999999931,0.009000000000000001,0.021,0.24,37.7,137.8,404.17
630.6299999999964,0.005,0.024,0.2,13.26,161.33,2026.96
633.3599999999963,0.009000000000000001,0.007,0.04,9.49,326.17,3291.73
620.4899999999967,0.018000000000000002,0.011,0.24,3.77,289.90000000000003,1496.43
747.8899999999923,0.026000000000000002,0.022000000000000002,0.1,15.600000000000001,266.76,4662.84
746.7199999999923,0.016,0.016,0.14,15.08,65.91,3555.63
813.53999999999,0.021,0.017,0.14,33.15,59.15,4455.88
576.0299999999983,0.023000000000000003,0.01,0.1,4.03,555.1,2749.63
547.8199999999993,0.021,0.013000000000000001,0.12,18.330000000000002,271.57,4574.05
616.0699999999969,0.024,0.015,0.02,37.31,41.99,319.28000000000003
666.3799999999951,0.009000000000000001,0.015,0.2,31.330000000000002,598.26,4276.22
734.1099999999927,0.011,0.018000000000000002,0.12,10.14,10.66,3469.96
587.7299999999979,0.006,0.008,0.22,0.91,172.9,1496.8200000000002
527.54,0.026000000000000002,0.007,0.26,40.56,251.81,4467.45
796.2499999999906,0.017,0.014000000000000002,0.02,32.89,142.09,4423.12
778.6999999999912,0.022000000000000002,0.007,0.02,23.92,274.17,141.83
627.2499999999965,0.01,0.012,0.02,9.75,380.25,5761.21
697.709999999994,0.024,0.019,0.06,38.09,202.67000000000002,3153.67
567.9699999999985,0.028,0.019,0.24,17.16,218.01000000000002,5115.110000000001
766.4799999999916,0.007,0.02,0.18,34.32,550.6800000000001,720.2
699.399999999994,0.017,0.013000000000000001,0.28,0.0,97.24000000000001,5575.05
591.6299999999977,0.022000000000000002,0.016,0.3,20.54,590.85,4232.54
534.8199999999997,0.023000000000000003,0.01,0.08,23.14,555.23,1468.22
708.1099999999936,0.023000000000000003,0.016,0.18,7.54,544.1800000000001,1841.8400000000001
745.4199999999923,0.014000000000000002,0.01,0.04,7.28,290.42,3496.7400000000002
685.2299999999944,0.016,0.017,0.08,7.67,462.8,1485.25
736.0599999999927,0.017,0.007,0.2,28.470000000000002,170.17000000000002,5350.67
605.6699999999972,0.013000000000000001,0.015,0.02,18.07,584.74,4904.64
911.2799999999918,0.014000000000000002,0.014000000000000002,0.06,24.7,433.29,354.38
933.379999999991,0.023000000000000003,0.013000000000000001,0.11,7.930000000000001,343.85,4136.47
737.8599999999979,0.024,0.009000000000000001,0.07,16.77,295.49,4402.45
796.2299999999958,0.008,0.016,0.07,6.890000000000001,27.95,776.62
699.1199999999992,0.01,0.008,0.09,10.14,215.54000000000002,3098.94
748.7799999999975,0.02,0.016,0.02,28.080000000000002,275.47,2249.26
917.3899999999916,0.013000000000000001,0.019,0.05,12.610000000000001,126.36,3972.28
958.8599999999901,0.011,0.008,0.11,25.35,54.99,274.43
896.0699999999923,0.009000000000000001,0.017,0.09,1.69,113.75,1328.3400000000001
836.9199999999944,0.019,0.02,0.14,27.69,130.39000000000001,196.3
850.4399999999939,0.006,0.01,0.12,5.33,363.74,1529.8400000000001
860.3199999999936,0.007,0.015,0.07,21.580000000000002,218.53,2442.31
907.5099999999919,0.019,0.019,0.13,0.91,388.44,3338.01
937.5399999999909,0.008,0.02,0.12,20.150000000000002,434.2,1269.45
837.4399999999944,0.008,0.013000000000000001,0.1,15.21,30.94,2980.25
812.0899999999953,0.01,0.006,0.07,16.51,116.74000000000001,3442.79
927.1399999999912,0.02,0.02,0.15,16.77,211.64000000000001,3874.3900000000003
940.1399999999908,0.014000000000000002,0.02,0.13,27.82,21.84,2780.1800000000003
725.5099999999983,0.009000000000000001,0.018000000000000002,0.11,23.79,101.53,2704.39
960.2899999999901,0.006,0.015,0.04,17.16,28.990000000000002,2617.55
917.6499999999916,0.009000000000000001,0.018000000000000002,0.02,6.37,315.12,1212.51
966.9199999999898,0.006,0.006,0.01,10.27,277.81,1464.06
737.2099999999979,0.007,0.019,0.02,10.790000000000001,182.0,3835.9100000000003
852.7799999999938,0.015,0.015,0.11,23.14,188.89000000000001,775.0600000000001
959.7699999999901,0.019,0.005,0.03,8.19,81.51,2231.19
807.4099999999954,0.019,0.015,0.15,6.63,328.51,1992.77
707.8299999999989,0.008,0.009000000000000001,0.1,20.67,151.58,4193.41
811.6999999999953,0.022000000000000002,0.009000000000000001,0.15,11.18,429.0,712.4
696.6499999999993,0.011,0.019,0.07,11.700000000000001,5.59,4400.24
834.5799999999945,0.017,0.016,0.04,3.77,342.29,1665.56
736.6899999999979,0.021,0.005,0.07,27.82,441.35,2462.46
879.0399999999929,0.007,0.017,0.02,16.900000000000002,83.59,2360.8
695.2199999999993,0.023000000000000003,0.012,0.0,28.21,224.38,2643.6800000000003
818.589999999995,0.023000000000000003,0.017,0.08,11.05,196.56,2190.37
902.1799999999921,0.011,0.009000000000000001,0.0,12.48,278.85,991.51
842.8999999999942,0.014000000000000002,0.01,0.11,26.52,177.97,1878.1100000000001
699.8999999999992,0.005,0.012,0.12,24.310000000000002,361.27000000000004,1664.39
682.2199999999998,0.02,0.014000000000000002,0.04,19.63,5.33,1291.94
778.4199999999964,0.008,0.008,0.06,26.78,347.1,1501.63
845.1099999999941,0.011,0.015,0.05,7.28,33.93,4163.64
715.2399999999986,0.008,0.01,0.14,27.69,359.06,2328.4300000000003
937.0199999999909,0.018000000000000002,0.007,0.08,18.59,65.26,3116.62
696.6499999999993,0.015,0.01,0.11,0.65,128.83,2718.56
805.9799999999955,0.023000000000000003,0.006,0.04,0.13,214.63,2460.25
952.3599999999904,0.005,0.008,0.1,12.09,85.93,762.19
727.3299999999982,0.009000000000000001,0.005,0.03,0.0,364.65000000000003,1185.8600000000001
917.5199999999916,0.018000000000000002,0.013000000000000001,0.1,10.4,299.13,234.0
712.1199999999988,0.022000000000000002,0.005,0.09,20.150000000000002,408.72,3464.5
784.5299999999962,0.007,0.017,0.01,11.440000000000001,161.33,4289.22
874.4899999999931,0.017,0.014000000000000002,0.01,13.13,42.9,2050.62
939.5099999999969,0.014000000000000002,0.009000000000000001,0.075,2.47,279.24,2699.19
873.8599999999992,0.005,0.009000000000000001,0.055,6.24,96.59,260.39
1005.0299999999946,0.015,0.016,0.025,8.32,52.0,1003.47
1000.0899999999948,0.014000000000000002,0.008,0.02,3.5100000000000002,10.4,1013.35
993.069999999995,0.023000000000000003,0.014000000000000002,0.075,10.92,297.83,2037.6200000000001
873.0799999999992,0.013000000000000001,0.014000000000000002,0.065,7.54,172.12,1948.05
987.7399999999952,0.015,0.02,0.005,1.3,118.95,754.26
951.4699999999965,0.018000000000000002,0.011,0.06,4.8100000000000005,222.04000000000002,2933.32
1042.7299999999932,0.005,0.01,0.025,3.9000000000000004,295.62,170.56
878.4099999999991,0.023000000000000003,0.02,0.075,1.9500000000000002,242.71,1042.8600000000001
1014.9099999999943,0.024,0.014000000000000002,0.06,0.78,140.4,743.21
957.0599999999963,0.014000000000000002,0.011,0.04,6.5,250.51000000000002,2741.05
885.6899999999988,0.016,0.006,0.05,1.9500000000000002,119.60000000000001,202.15
1012.9599999999944,0.01,0.018000000000000002,0.0,8.450000000000001,15.600000000000001,2258.75
887.1199999999988,0.005,0.014000000000000002,0.025,3.12,199.03,1428.44
863.0699999999996,0.008,0.011,0.05,1.82,247.26000000000002,627.9
979.0299999999955,0.005,0.013000000000000001,0.03,9.75,294.19,1161.03
1041.6899999999932,0.005,0.018000000000000002,0.02,6.11,53.95,2402.79
890.1099999999986,0.017,0.015,0.065,5.07,212.03,2839.46
1034.6699999999937,0.016,0.008,0.055,1.69,20.41,1246.05
958.2299999999963,0.021,0.019,0.05,0.78,142.48000000000002,1050.66
874.1199999999992,0.023000000000000003,0.017,0.075,5.33,172.51000000000002,1832.0900000000001
852.93,0.012,0.011,0.055,6.76,260.78000000000003,88.79
879.839999999999,0.022000000000000002,0.015,0.005,3.5100000000000002,278.59000000000003,1415.96
905.0599999999981,0.013000000000000001,0.02,0.02,1.56,136.89000000000001,1686.49
932.7499999999972,0.018000000000000002,0.014000000000000002,0.075,11.18,259.35,1798.94
948.2199999999966,0.009000000000000001,0.013000000000000001,0.005,4.16,134.94,2561.52
964.339999999996,0.008,0.005,0.015,10.4,160.16,1943.89
914.4199999999978,0.006,0.009000000000000001,0.015,4.68,263.90000000000003,2918.37
882.6999999999989,0.006,0.01,0.02,7.0200000000000005,166.92000000000002,2595.4500000000003
1000.3499999999948,0.022000000000000002,0.009000000000000001,0.015,2.6,24.310000000000002,674.1800000000001
997.7499999999949,0.005,0.01,0.025,8.450000000000001,137.67000000000002,2669.94
1033.2399999999936,0.005,0.005,0.03,11.18,211.64000000000001,1950.39
975.5199999999957,0.014000000000000002,0.02,0.065,10.66,78.13000000000001,152.88
863.4599999999996,0.005,0.007,0.075,11.440000000000001,45.5,2789.9300000000003
981.3699999999955,0.006,0.011,0.055,4.68,178.49,432.25
1031.5499999999938,0.017,0.006,0.05,11.440000000000001,85.54,585.65
955.2399999999964,0.016,0.02,0.045,5.46,172.12,1412.8400000000001
929.8899999999973,0.021,0.013000000000000001,0.07,3.5100000000000002,52.13,2400.58
902.0699999999982,0.014000000000000002,0.018000000000000002,0.05,1.17,160.68,1046.1100000000001
899.7299999999983,0.016,0.018000000000000002,0.035,0.39,276.64,2503.67
1013.8699999999943,0.013000000000000001,0.005,0.005,5.98,100.62,2571.53
927.8099999999973,0.021,0.011,0.01,4.29,226.20000000000002,1033.76
893.2299999999985,0.007,0.007,0.035,0.0,70.59,1174.94
863.7199999999996,0.018000000000000002,0.018000000000000002,0.005,10.66,279.37,168.09
886.2099999999988,0.007,0.019,0.05,6.63,209.82,301.34000000000003
1002.6899999999947,0.015,0.006,0.07,4.55,22.490000000000002,2387.32
966.679999999996,0.022000000000000002,0.015,0.035,4.94,225.55,2063.1
1033.3699999999935,0.005,0.019,0.045,6.11,209.56,2885.61
926.7699999999974,0.023000000000000003,0.009000000000000001,0.065,1.9500000000000002,106.21000000000001,1600.56
1215.3399999999838,0.012100000000000012,0.008,0.0,1.8,0.0,134.27999999999793
1453.3699999999753,0.01100000000000001,0.01200000000000001,0.0,0.5,0.0,75.25999999999999
1111.2099999999873,0.011800000000000012,0.009000000000000005,0.0,1.8,0.0,171.19999999999663
882.7999999999954,0.010600000000000009,0.012100000000000012,0.0,1.8,0.0,130.76999999999805
1747.0399999999652,0.009700000000000005,0.010200000000000008,0.0,2.19,0.0,131.54999999999802
790.1099999999986,0.0077,0.012200000000000013,0.0,1.28,0.0,158.84999999999707
1465.979999999975,0.012500000000000013,0.010400000000000006,0.0,2.06,0.0,93.32999999999936
1735.8599999999656,0.0075,0.008100000000000001,0.0,0.89,0.0,120.6299999999984
1669.949999999968,0.012100000000000012,0.012100000000000012,0.0,2.19,0.0,158.45999999999708
1184.0099999999848,0.010900000000000009,0.011800000000000012,0.0,0.89,0.0,83.18999999999971
1417.7499999999768,0.009400000000000006,0.010800000000000008,0.0,0.5,0.0,155.72999999999718
1535.7899999999727,0.009300000000000004,0.012300000000000012,0.0,0.5,0.0,165.73999999999683
1055.5699999999892,0.009000000000000005,0.010800000000000008,0.0,2.3200000000000003,0.0,122.44999999999834
1487.6899999999741,0.01200000000000001,0.009200000000000003,0.0,1.15,0.0,104.76999999999896
1359.8999999999787,0.011900000000000011,0.012100000000000012,0.0,2.06,0.0,141.68999999999767
1718.1799999999662,0.01100000000000001,0.009200000000000003,0.0,1.02,0.0,76.16999999999996
1181.019999999985,0.009000000000000005,0.009200000000000003,0.0,2.06,0.0,83.31999999999971
1226.2599999999834,0.010200000000000008,0.009500000000000005,0.0,1.54,0.0,140.12999999999772
1314.1399999999803,0.008500000000000002,0.012200000000000013,0.0,1.28,0.0,101.51999999999907
1690.7499999999673,0.011200000000000009,0.008400000000000001,0.0,1.4100000000000001,0.0,167.42999999999677
1538.1299999999724,0.008500000000000002,0.011800000000000012,0.0,2.3200000000000003,0.0,118.15999999999849
1386.6799999999778,0.009000000000000005,0.01100000000000001,0.0,1.9300000000000002,0.0,103.469999999999
1323.75999999998,0.01150000000000001,0.010200000000000008,0.0,2.3200000000000003,0.0,102.68999999999903
1011.7599999999909,0.008100000000000001,0.01140000000000001,0.0,1.9300000000000002,0.0,146.3699999999975
824.4299999999974,0.011900000000000011,0.011200000000000009,0.0,2.45,0.0,152.0899999999973
795.0499999999985,0.008400000000000001,0.01140000000000001,0.0,2.19,0.0,166.90999999999678
1486.2599999999743,0.0078000000000000005,0.0079,0.0,1.9300000000000002,0.0,164.30999999999688
1658.5099999999684,0.010900000000000009,0.01170000000000001,0.0,0.63,0.0,117.7699999999985
813.1199999999978,0.012300000000000012,0.009700000000000005,0.0,1.4100000000000001,0.0,118.67999999999847
1006.8199999999911,0.009900000000000006,0.009400000000000006,0.0,0.89,0.0,108.27999999999884
964.8299999999925,0.008900000000000003,0.010700000000000008,0.0,2.19,0.0,108.40999999999883
1462.9899999999752,0.01160000000000001,0.010600000000000009,0.0,0.89,0.0,87.73999999999955
1728.0599999999658,0.008600000000000003,0.01160000000000001,0.0,1.9300000000000002,0.0,121.14999999999839
752.67,0.01110000000000001,0.010800000000000008,0.0,1.67,0.0,80.8499999999998
1142.6699999999864,0.008700000000000003,0.01110000000000001,0.0,1.28,0.0,155.46999999999719
1093.2699999999882,0.008400000000000001,0.011200000000000009,0.0,2.06,0.0,132.97999999999797
873.5699999999957,0.010400000000000006,0.01140000000000001,0.0,2.3200000000000003,0.0,113.47999999999865
805.9699999999981,0.01200000000000001,0.010900000000000009,0.0,0.76,0.0,89.55999999999949
1394.2199999999775,0.010200000000000008,0.01150000000000001,0.0,2.06,0.0,94.8899999999993
1386.9399999999778,0.010100000000000007,0.010800000000000008,0.0,2.06,0.0,129.85999999999808
842.6299999999968,0.009800000000000007,0.010300000000000007,0.0,1.02,0.0,78.50999999999988
1123.819999999987,0.0075,0.009400000000000006,0.0,1.8,0.0,174.9699999999965
1268.119999999982,0.008700000000000003,0.01110000000000001,0.0,1.54,0.0,103.85999999999899
1062.0699999999892,0.01200000000000001,0.010300000000000007,0.0,0.76,0.0,80.45999999999981
1547.3599999999722,0.009800000000000007,0.008200000000000002,0.0,2.19,0.0,95.92999999999927
974.3199999999922,0.0075,0.011200000000000009,0.0,0.89,0.0,159.62999999999704
1627.1799999999694,0.008900000000000003,0.009500000000000005,0.0,2.19,0.0,163.13999999999692
1280.7299999999814,0.008400000000000001,0.012200000000000013,0.0,0.76,0.0,139.60999999999774
862.3899999999961,0.01170000000000001,0.010100000000000007,0.0,1.15,0.0,172.1099999999966
1069.7399999999889,0.012100000000000012,0.012500000000000013,0.0,1.54,0.0,99.69999999999914
1487.320000000198,0.012400000000000012,0.009000000000000005,0.0,0.9300000000000002,0.0,101.0
1587.9400000002825,0.009700000000000005,0.011800000000000012,0.0,1.2100000000000004,0.0,85.0
1585.4700000002804,0.012300000000000012,0.010300000000000007,0.0,1.2000000000000004,0.0,75.0
