pressure,iron,copper,hardness,silica,alkalinity,conductance
504.0499999999903,0.046,0.016,0.03,98.54,557.57,3306.1600000000003
400.4399999999939,0.041999999999999996,0.025,0.39,64.87,132.86,7228.52
253.92999999999904,0.041,0.015,0.24,117.26,205.66,3471.78
246.1299999999993,0.027,0.028,0.39,73.97,443.43,7626.58
288.8999999999978,0.038,0.021,0.03,34.32,21.32,6720.09
348.30999999999574,0.007,0.024,0.39,65.78,550.8100000000001,2756.13
318.0199999999968,0.016,0.02,0.42,14.82,463.97,4843.54
269.2699999999985,0.041,0.018000000000000002,0.32999999999999996,133.38,542.49,8667.36
454.649999999992,0.046,0.024,0.12,21.060000000000002,758.4200000000001,862.2900000000001
424.61999999999307,0.030000000000000002,0.01,0.21,25.09,266.11,7130.240000000001
244.69999999999936,0.027,0.021,0.24,52.13,617.37,3980.4700000000003
243.00999999999942,0.01,0.005,0.32999999999999996,49.660000000000004,400.79,2911.87
390.1699999999943,0.017,0.021,0.21,64.35000000000001,202.54000000000002,4477.46
424.4899999999931,0.043,0.028,0.09,0.78,16.900000000000002,4975.62
283.179999999998,0.029,0.016,0.03,27.82,883.74,8831.29
227.66999999999996,0.024,0.017,0.24,30.03,145.21,8234.720000000001
229.2299999999999,0.006,0.025,0.21,14.56,570.7,8396.31
227.92999999999995,0.033,0.026000000000000002,0.0,72.54,325.65000000000003,4705.610000000001
466.6099999999916,0.048,0.025,0.32999999999999996,26.0,740.48,482.69
455.169999999992,0.014000000000000002,0.021,0.24,110.63000000000001,828.88,7818.46
512.36999999999,0.037,0.02,0.15,125.97,125.06,8832.59
248.72999999999922,0.023000000000000003,0.025,0.15,48.88,515.45,346.32
350.51999999999566,0.044,0.021,0.18,124.02000000000001,343.59000000000003,6071.0
301.3799999999974,0.036,0.011,0.21,105.82000000000001,289.77,2311.4
474.14999999999134,0.051,0.016,0.12,53.95,284.83,3115.9700000000003
326.2099999999965,0.022000000000000002,0.017,0.12,109.33,10.92,5808.400000000001
307.0999999999972,0.022000000000000002,0.02,0.32999999999999996,77.87,876.98,5329.22
482.46999999999105,0.043,0.022000000000000002,0.09,25.35,523.77,3372.98
266.5399999999986,0.037,0.024,0.15,6.76,869.0500000000001,8241.09
357.6699999999954,0.048,0.008,0.39,3.9000000000000004,855.27,7364.110000000001
439.56999999999255,0.041999999999999996,0.011,0.32999999999999996,84.11,447.07,2603.12
345.44999999999584,0.011,0.026000000000000002,0.21,128.83,766.61,3259.23
409.0199999999936,0.033,0.012,0.09,27.3,363.87,8319.35
482.20999999999106,0.041,0.026000000000000002,0.36,19.63,176.02,7372.17
406.8099999999937,0.030000000000000002,0.02,0.3,45.11,706.2900000000001,8770.32
328.54999999999643,0.045,0.026000000000000002,0.18,47.97,789.36,176.41
317.7599999999968,0.051,0.02,0.0,98.93,13.65,639.86
351.42999999999563,0.054,0.026000000000000002,0.09,120.25,11.440000000000001,3345.03
510.0299999999901,0.031000000000000003,0.011,0.27,70.2,696.15,4868.89
385.8799999999944,0.030000000000000002,0.016,0.15,90.61,873.6,6458.66
419.41999999999325,0.052,0.02,0.42,124.15,674.1800000000001,5658.900000000001
476.09999999999127,0.021,0.029,0.32999999999999996,103.22,353.21000000000004,3344.9
527.6899999999947,0.024,0.01,0.04,46.93,747.76,1669.8500000000001
384.6899999999997,0.030000000000000002,0.008,0.08,50.83,468.0,779.74
577.869999999993,0.029,0.02,0.22,1.04,528.45,2466.75
599.1899999999922,0.006,0.021,0.1,44.33,593.45,305.11
546.1499999999941,0.024,0.02,0.08,55.120000000000005,43.42,4154.150000000001
423.0399999999984,0.032,0.017,0.26,32.76,180.83,3528.07
518.069999999995,0.007,0.014000000000000002,0.3,50.83,524.16,6440.2
537.3099999999944,0.018000000000000002,0.005,0.16,9.75,207.35,2091.05
448.90999999999747,0.015,0.017,0.28,49.4,530.14,386.49
616.2199999999916,0.02,0.014000000000000002,0.1,14.3,376.87,638.82
660.6799999999901,0.031000000000000003,0.013000000000000001,0.0,40.56,88.79,1011.01
405.879999999999,0.028,0.009000000000000001,0.06,25.48,21.580000000000002,5860.27
433.699999999998,0.034,0.011,0.2,52.39,304.07,5717.01
592.6899999999924,0.007,0.014000000000000002,0.18,25.48,409.24,6231.29
438.11999999999784,0.026000000000000002,0.012,0.06,47.97,444.99,2870.53
617.1299999999916,0.012,0.009000000000000001,0.3,34.58,584.35,3373.2400000000002
451.1199999999974,0.030000000000000002,0.006,0.2,54.34,94.25,2561.65
473.8699999999966,0.031000000000000003,0.015,0.14,11.31,368.03000000000003,5006.56
571.1099999999932,0.01,0.011,0.2,58.24,298.61,2896.14
459.9599999999971,0.024,0.016,0.06,48.230000000000004,120.9,2888.4700000000003
547.319999999994,0.009000000000000001,0.008,0.22,35.75,513.24,2799.03
640.5299999999908,0.018000000000000002,0.023000000000000003,0.26,17.16,508.04,6446.4400000000005
569.4199999999933,0.018000000000000002,0.007,0.22,30.94,230.1,5183.75
494.2799999999959,0.007,0.015,0.04,6.11,579.8000000000001,5852.860000000001
500.64999999999566,0.005,0.009000000000000001,0.28,53.95,360.36,24.05
654.8299999999903,0.028,0.019,0.26,29.51,407.16,6360.25
614.6599999999917,0.01,0.016,0.0,48.49,188.5,3225.56
543.4199999999942,0.012,0.016,0.04,32.63,745.5500000000001,7385.56
486.21999999999616,0.007,0.022000000000000002,0.14,42.64,448.63,3834.7400000000002
608.6799999999919,0.023000000000000003,0.018000000000000002,0.28,48.230000000000004,620.1,91.65
469.96999999999673,0.034,0.01,0.24,42.64,559.65,6681.610000000001
636.6299999999909,0.015,0.019,0.18,28.34,101.92,2753.4
449.68999999999744,0.030000000000000002,0.005,0.2,9.36,202.15,5481.97
591.3899999999925,0.025,0.006,0.28,41.47,610.48,4165.07
554.9899999999938,0.015,0.021,0.18,12.22,467.61,5906.42
473.0899999999966,0.033,0.017,0.16,57.85,352.17,2725.19
501.9499999999956,0.033,0.018000000000000002,0.26,4.68,306.15000000000003,3554.85
423.81999999999834,0.027,0.018000000000000002,0.08,58.63,108.68,3165.11
609.9799999999918,0.023000000000000003,0.006,0.24,23.92,75.92,3801.98
502.3399999999956,0.016,0.018000000000000002,0.12,43.160000000000004,536.9,6482.1900000000005
564.8699999999934,0.012,0.022000000000000002,0.26,19.76,527.54,872.5600000000001
660.2899999999901,0.014000000000000002,0.009000000000000001,0.06,4.8100000000000005,685.36,4330.82
392.61999999999944,0.021,0.024,0.12,41.47,452.92,3244.28
440.84999999999775,0.014000000000000002,0.02,0.04,12.870000000000001,137.02,4579.25
588.1399999999926,0.016,0.007,0.02,41.21,286.52,1015.3000000000001
638.3199999999908,0.017,0.011,0.04,34.58,319.02000000000004,3286.79
459.6999999999971,0.034,0.017,0.22,28.21,227.24,5431.01
568.5099999999933,0.030000000000000002,0.012,0.18,50.57,340.47,3398.98
615.6999999999916,0.029,0.019,0.08,46.15,215.41,1599.91
659.3799999999901,0.02,0.015,0.1,52.65,345.02000000000004,5047.64
746.1999999999923,0.026000000000000002,0.02,0.3,34.58,218.14000000000001,4562.09
562.3799999999987,0.019,0.007,0.06,18.59,514.15,5494.84
705.8999999999937,0.027,0.017,0.02,43.160000000000004,184.86,1760.3300000000002
634.2699999999962,0.008,0.019,0.18,31.98,189.54000000000002,619.84
585.5199999999979,0.012,0.022000000000000002,0.0,26.52,340.21000000000004,4627.87
597.4799999999975,0.029,0.014000000000000002,0.0,5.2,210.34,337.35
805.9999999999902,0.014000000000000002,0.015,0.02,1.56,521.82,1813.3700000000001
617.2399999999968,0.022000000000000002,0.017,0.06,35.230000000000004,328.51,70.98
639.729999999996,0.008,0.015,0.28,31.98,212.03,1056.64
656.4999999999955,0.021,0.006,0.14,40.17,371.8,2963.87
551.8499999999991,0.025,0.019,0.12,28.34,554.32,299.0
597.0899999999975,0.006,0.016,0.1,30.94,467.74,1811.55
712.0099999999935,0.006,0.006,0.0,42.64,337.09000000000003,1615.38
644.5399999999959,0.005,0.005,0.18,42.51,253.24,2578.6800000000003
640.899999999996,0.029,0.007,0.1,18.46,273.91,4470.4400000000005
785.069999999991,0.009000000000000001,0.01,0.3,7.54,492.83000000000004,1686.49
821.9899999999897,0.019,0.007,0.02,26.0,328.38,5659.81
638.9499999999961,0.007,0.024,0.18,30.94,334.1,4587.18
559.6499999999988,0.025,0.023000000000000003,0.26,8.450000000000001,112.32000000000001,562.12
653.6399999999956,0.013000000000000001,0.01,0.12,23.400000000000002,338.65000000000003,4523.87
583.829999999998,0.005,0.01,0.26,21.970000000000002,44.07,1934.53
729.2999999999929,0.01,0.01,0.1,39.0,549.9,5637.97
654.9399999999955,0.019,0.024,0.3,37.96,374.27000000000004,605.9300000000001
726.179999999993,0.025,0.023000000000000003,0.06,21.84,540.41,989.82
752.0499999999921,0.027,0.021,0.16,8.450000000000001,246.74,3214.6400000000003
624.1299999999966,0.016,0.005,0.04,35.49,78.0,4658.9400000000005
780.9099999999911,0.02,0.009000000000000001,0.14,36.53,79.3,1716.26
765.3099999999916,0.008,0.016,0.08,30.810000000000002,574.21,3574.61
796.6399999999906,0.017,0.01,0.3,4.42,331.89,1621.75
652.4699999999956,0.025,0.006,0.28,26.39,237.25,2757.3
592.1499999999977,0.017,0.012,0.26,40.04,4.8100000000000005,5004.4800000000005
759.0699999999919,0.027,0.007,0.1,16.77,593.58,3028.09
531.4399999999998,0.028,0.009000000000000001,0.12,5.07,450.45,5915.26
749.5799999999922,0.006,0.008,0.16,22.75,399.88,5394.610000000001
602.6799999999973,0.019,0.006,0.28,6.37,411.06,5598.45
696.2799999999941,0.028,0.007,0.08,5.33,199.03,985.5300000000001
792.8699999999907,0.011,0.009000000000000001,0.06,24.96,315.38,4036.2400000000002
635.6999999999962,0.01,0.015,0.04,33.800000000000004,36.79,5314.53
767.3899999999916,0.022000000000000002,0.013000000000000001,0.14,36.14,367.90000000000003,4271.41
675.0899999999948,0.021,0.007,0.08,11.57,293.93,46.67
680.6799999999946,0.02,0.006,0.08,41.47,325.39,1242.28
575.7699999999983,0.007,0.009000000000000001,0.12,23.27,514.9300000000001,724.88
663.5199999999952,0.019,0.007,0.14,13.13,121.03,4812.6
757.5099999999919,0.018000000000000002,0.019,0.2,11.96,114.14,5785.52
736.9699999999926,0.022000000000000002,0.014000000000000002,0.02,14.950000000000001,246.61,809.9
664.5599999999952,0.024,0.005,0.04,12.22,132.08,5503.03
532.6099999999998,0.009000000000000001,0.013000000000000001,0.3,4.8100000000000005,88.92,2997.54
594.2299999999976,0.018000000000000002,0.022000000000000002,0.0,8.450000000000001,253.11,2148.38
610.3499999999971,0.008,0.006,0.04,35.620000000000005,419.90000000000003,2254.98
549.8999999999992,0.018000000000000002,0.012,0.24,39.13,292.76,3726.84
958.9899999999901,0.008,0.011,0.14,24.57,319.8,3120.65
918.1699999999915,0.016,0.019,0.09,16.51,264.42,266.11
834.7099999999945,0.018000000000000002,0.015,0.08,16.25,130.52,1269.71
900.2299999999922,0.014000000000000002,0.012,0.14,15.34,119.99000000000001,646.49
870.1999999999932,0.008,0.019,0.01,15.08,61.1,2116.53
908.8099999999919,0.006,0.013000000000000001,0.07,26.91,115.57000000000001,1661.53
830.1599999999946,0.01,0.014000000000000002,0.14,10.01,304.59000000000003,60.45
827.0399999999947,0.024,0.007,0.11,2.34,435.37,3889.73
807.0199999999954,0.006,0.02,0.01,18.07,195.0,989.69
681.9599999999998,0.012,0.013000000000000001,0.04,5.07,258.05,3902.21
880.4699999999929,0.017,0.02,0.13,21.060000000000002,429.13,1164.67
706.7899999999989,0.022000000000000002,0.009000000000000001,0.03,19.89,51.61,1914.77
757.8799999999972,0.009000000000000001,0.006,0.03,14.56,139.1,2409.03
740.1999999999978,0.013000000000000001,0.009000000000000001,0.07,18.85,239.59,3104.1400000000003
733.699999999998,0.02,0.009000000000000001,0.09,27.69,256.36,4104.49
942.4799999999907,0.012,0.009000000000000001,0.01,19.11,177.84,1293.76
860.0599999999936,0.014000000000000002,0.005,0.14,19.76,112.71000000000001,3933.8
944.2999999999906,0.017,0.005,0.09,3.38,141.05,1638.13
717.5799999999986,0.019,0.017,0.0,21.19,54.08,1518.92
789.989999999996,0.016,0.019,0.01,6.5,277.29,3522.7400000000002
820.539999999995,0.023000000000000003,0.015,0.02,5.59,378.95,2000.18
854.7299999999938,0.005,0.015,0.13,15.34,185.25,1300.78
716.6699999999986,0.005,0.014000000000000002,0.07,3.25,265.2,1215.3700000000001
798.6999999999957,0.012,0.005,0.03,27.69,33.410000000000004,2634.71
895.2899999999923,0.018000000000000002,0.012,0.0,12.74,412.75,1546.74
885.2799999999927,0.015,0.02,0.04,7.0200000000000005,374.01,2262.0
882.6799999999928,0.016,0.013000000000000001,0.05,26.78,82.29,4310.02
758.5299999999971,0.007,0.009000000000000001,0.04,21.71,385.06,4228.64
826.1299999999948,0.012,0.013000000000000001,0.13,27.82,93.60000000000001,4406.4800000000005
734.869999999998,0.005,0.015,0.14,5.2,217.88,2248.61
952.6199999999903,0.021,0.012,0.13,26.650000000000002,140.01,3211.26
713.9399999999987,0.014000000000000002,0.02,0.11,21.84,91.13000000000001,3880.8900000000003
865.2599999999934,0.006,0.005,0.06,18.07,168.09,3664.7000000000003
754.8899999999973,0.017,0.012,0.13,7.15,137.02,4190.16
692.7499999999994,0.014000000000000002,0.015,0.08,29.12,230.88,2271.75
951.1899999999904,0.017,0.011,0.05,20.8,16.51,1237.99
683.6499999999997,0.019,0.01,0.1,25.61,257.66,2823.73
948.5899999999905,0.008,0.006,0.0,3.5100000000000002,255.19,985.5300000000001
863.9599999999934,0.005,0.019,0.04,22.75,190.06,898.4300000000001
723.6899999999983,0.02,0.005,0.08,28.080000000000002,5.59,3396.38
909.1999999999919,0.024,0.009000000000000001,0.03,25.87,101.01,3718.65
700.6799999999992,0.007,0.014000000000000002,0.01,1.04,338.65000000000003,3770.0
764.7699999999969,0.016,0.008,0.06,2.34,183.3,3664.96
706.399999999999,0.015,0.013000000000000001,0.1,20.28,316.94,1721.72
799.3499999999957,0.017,0.017,0.09,18.46,233.22,2433.86
759.6999999999971,0.018000000000000002,0.01,0.1,14.690000000000001,264.16,1918.8
814.2999999999952,0.017,0.007,0.1,9.36,409.76,89.7
822.4899999999949,0.014000000000000002,0.02,0.14,16.77,405.08000000000004,1602.51
847.319999999994,0.02,0.014000000000000002,0.09,18.07,297.05,294.97
687.2899999999996,0.019,0.006,0.0,24.310000000000002,216.97,374.14
891.2799999999986,0.012,0.008,0.07,6.5,52.260000000000005,816.14
926.6399999999974,0.014000000000000002,0.009000000000000001,0.055,1.17,169.65,1646.71
1020.3699999999941,0.021,0.015,0.04,5.59,137.8,203.06
1018.4199999999942,0.024,0.016,0.025,11.05,3.12,1656.98
863.4599999999996,0.01,0.02,0.07,10.27,170.95000000000002,98.67
937.299999999997,0.022000000000000002,0.012,0.075,4.42,175.24,2941.12
875.5499999999992,0.021,0.017,0.015,6.890000000000001,248.69,1075.49
985.0099999999953,0.017,0.019,0.06,11.05,30.94,2513.03
863.4599999999996,0.023000000000000003,0.017,0.02,7.54,225.42000000000002,1721.5900000000001
937.559999999997,0.024,0.008,0.01,4.42,17.94,565.89
1037.9199999999935,0.022000000000000002,0.019,0.07,0.39,244.92000000000002,1859.65
1011.5299999999944,0.017,0.017,0.005,5.46,0.52,484.77000000000004
976.6899999999956,0.023000000000000003,0.02,0.06,5.8500000000000005,74.36,1951.5600000000002
1038.0499999999934,0.021,0.016,0.03,1.56,227.37,2418.65
1043.8999999999933,0.008,0.017,0.01,11.31,63.96,1116.31
1045.7199999999932,0.017,0.015,0.055,4.55,39.26,30.55
1019.3299999999941,0.022000000000000002,0.012,0.025,5.2,208.78,603.85
1000.4799999999948,0.015,0.014000000000000002,0.06,3.64,14.56,1258.01
1045.849999999993,0.012,0.015,0.075,5.07,94.12,2329.34
987.2199999999953,0.015,0.018000000000000002,0.04,8.19,39.52,2333.37
949.1299999999966,0.021,0.01,0.02,3.38,262.47,1034.15
937.559999999997,0.007,0.019,0.005,5.33,163.54,721.5
861.8999999999996,0.018000000000000002,0.008,0.055,6.63,197.08,2913.69
1025.439999999994,0.01,0.008,0.04,10.4,293.54,760.37
968.1099999999959,0.02,0.01,0.035,6.24,70.98,1070.16
858.2599999999998,0.014000000000000002,0.019,0.06,8.32,203.32,807.3000000000001
1031.6799999999937,0.011,0.014000000000000002,0.04,4.29,196.56,2722.2000000000003
900.3799999999983,0.024,0.005,0.02,2.6,123.76,982.02
992.939999999995,0.021,0.011,0.035,2.73,135.33,2459.34
1020.1099999999941,0.006,0.015,0.03,6.76,70.98,2761.59
993.849999999995,0.008,0.006,0.055,7.0200000000000005,170.56,300.82
944.5799999999967,0.01,0.006,0.015,0.26,24.310000000000002,2695.81
985.3999999999953,0.007,0.016,0.055,1.4300000000000002,36.92,826.15
1013.6099999999943,0.008,0.009000000000000001,0.035,4.16,178.62,2309.9700000000003
920.7899999999976,0.016,0.01,0.06,6.24,25.740000000000002,553.54
879.319999999999,0.017,0.017,0.045,3.64,232.83,1534.39
917.7999999999977,0.016,0.005,0.065,8.58,78.26,2474.03
1048.839999999993,0.014000000000000002,0.01,0.05,9.49,141.31,36.660000000000004
880.879999999999,0.015,0.018000000000000002,0.03,2.73,82.29,2137.07
897.7799999999984,0.023000000000000003,0.009000000000000001,0.045,11.05,201.11,2583.75
1009.1899999999945,0.02,0.013000000000000001,0.035,0.26,15.47,558.35
991.7699999999951,0.007,0.012,0.045,7.28,290.94,1502.02
1021.2799999999941,0.018000000000000002,0.016,0.055,1.4300000000000002,265.2,270.79
947.1799999999967,0.014000000000000002,0.015,0.055,10.01,3.25,614.25
1014.5199999999943,0.016,0.006,0.045,7.800000000000001,7.41,1334.06
955.3699999999964,0.022000000000000002,0.014000000000000002,0.02,10.790000000000001,93.47,2253.94
979.5499999999955,0.023000000000000003,0.007,0.025,4.8100000000000005,203.97,397.28000000000003
1026.9999999999939,0.015,0.006,0.075,7.54,33.410000000000004,1329.38
878.539999999999,0.013000000000000001,0.013000000000000001,0.075,3.77,7.54,1773.72
953.2899999999964,0.023000000000000003,0.01,0.045,6.11,196.04000000000002,36.53
1152.159999999986,0.01200000000000001,0.010300000000000007,0.0,0.89,0.0,131.809999999998
1106.2699999999877,0.008900000000000003,0.01170000000000001,0.0,0.89,0.0,117.50999999999851
1086.7699999999882,0.010400000000000006,0.010800000000000008,0.0,1.4100000000000001,0.0,85.78999999999962
960.0199999999927,0.010200000000000008,0.010600000000000009,0.0,0.76,0.0,166.2599999999968
1446.9999999999757,0.009700000000000005,0.010000000000000005,0.0,1.02,0.0,96.96999999999923
1405.919999999977,0.012100000000000012,0.012500000000000013,0.0,2.06,0.0,165.08999999999685
1734.0399999999656,0.012400000000000012,0.010200000000000008,0.0,1.15,0.0,157.5499999999971
1132.2699999999868,0.0075,0.008,0.0,1.02,0.0,162.22999999999695
1735.2099999999655,0.009100000000000004,0.008900000000000003,0.0,2.19,0.0,85.39999999999964
996.5499999999914,0.01140000000000001,0.01160000000000001,0.0,1.67,0.0,120.7599999999984
1472.349999999975,0.0075,0.0076,0.0,0.89,0.0,174.57999999999652
967.2999999999925,0.0075,0.01200000000000001,0.0,0.76,0.0,155.98999999999717
1499.5199999999738,0.010900000000000009,0.01110000000000001,0.0,2.06,0.0,91.63999999999942
777.4999999999991,0.0078000000000000005,0.01140000000000001,0.0,0.89,0.0,115.0399999999986
954.6899999999929,0.008900000000000003,0.0079,0.0,1.28,0.0,140.3899999999977
1072.9899999999889,0.01160000000000001,0.008600000000000003,0.0,0.76,0.0,134.7999999999979
1527.7299999999727,0.0077,0.010000000000000005,0.0,0.89,0.0,147.14999999999748
970.2899999999923,0.009500000000000005,0.010100000000000007,0.0,2.45,0.0,95.66999999999928
1358.7299999999786,0.010300000000000007,0.0075,0.0,2.45,0.0,122.57999999999834
994.9899999999915,0.009300000000000004,0.008800000000000002,0.0,2.3200000000000003,0.0,86.17999999999961
1463.249999999975,0.010300000000000007,0.010200000000000008,0.0,1.9300000000000002,0.0,122.44999999999834
1389.7999999999777,0.008800000000000002,0.010600000000000009,0.0,0.89,0.0,126.3499999999982
1198.0499999999843,0.012300000000000012,0.010700000000000008,0.0,0.76,0.0,137.26999999999782
1549.179999999972,0.01140000000000001,0.009500000000000005,0.0,0.76,0.0,165.99999999999682
974.5799999999922,0.0077,0.010100000000000007,0.0,1.15,0.0,144.02999999999759
1140.0699999999865,0.010100000000000007,0.008500000000000002,0.0,2.19,0.0,157.5499999999971
842.3699999999968,0.009400000000000006,0.012400000000000012,0.0,2.3200000000000003,0.0,123.4899999999983
1561.9199999999717,0.0079,0.0079,0.0,2.3200000000000003,0.0,149.87999999999738
1509.0099999999734,0.01130000000000001,0.01160000000000001,0.0,0.89,0.0,99.69999999999914
1535.0099999999725,0.01130000000000001,0.010700000000000008,0.0,0.76,0.0,162.48999999999694
1542.5499999999724,0.01130000000000001,0.01200000000000001,0.0,2.06,0.0,84.87999999999965
1062.979999999989,0.008800000000000002,0.008500000000000002,0.0,1.9300000000000002,0.0,154.6899999999972
966.1299999999925,0.01100000000000001,0.010300000000000007,0.0,1.28,0.0,109.83999999999878
1357.429999999979,0.012300000000000012,0.01110000000000001,0.0,0.89,0.0,151.30999999999733
1457.2699999999754,0.010900000000000009,0.01130000000000001,0.0,1.67,0.0,80.5899999999998
1604.68999999997,0.012500000000000013,0.009000000000000005,0.0,1.9300000000000002,0.0,98.13999999999919
1033.3399999999901,0.010600000000000009,0.012400000000000012,0.0,1.9300000000000002,0.0,121.01999999999839
927.6499999999938,0.0075,0.009600000000000004,0.0,1.67,0.0,76.42999999999995
1139.5499999999865,0.01140000000000001,0.0079,0.0,2.06,0.0,79.15999999999985
1094.3099999999881,0.010700000000000008,0.0077,0.0,1.15,0.0,157.02999999999713
1095.869999999988,0.009100000000000004,0.009300000000000004,0.0,2.06,0.0,128.42999999999813
829.1099999999973,0.009600000000000004,0.009900000000000006,0.0,1.4100000000000001,0.0,119.58999999999844
1567.8999999999714,0.012100000000000012,0.0077,0.0,1.02,0.0,103.07999999999902
1250.3099999999827,0.01130000000000001,0.0078000000000000005,0.0,1.54,0.0,113.60999999999865
1434.129999999976,0.008800000000000002,0.009300000000000004,0.0,1.28,0.0,132.84999999999798
1624.7099999999696,0.008,0.010600000000000009,0.0,0.89,0.0,76.16999999999996
1660.849999999968,0.008700000000000003,0.010800000000000008,0.0,1.4100000000000001,0.0,137.13999999999783
1587.9199999999707,0.011200000000000009,0.011800000000000012,0.0,1.28,0.0,154.55999999999722
1572.8399999999713,0.009100000000000004,0.0077,0.0,1.54,0.0,90.85999999999945
1390.5799999999776,0.01150000000000001,0.010100000000000007,0.0,1.9300000000000002,0.0,97.09999999999923
1640.5900000003267,0.01130000000000001,0.009400000000000006,0.0,1.1900000000000004,0.0,113.0
1775.4000000004398,0.009900000000000006,0.012400000000000012,0.0,0.9300000000000002,0.0,121.0
1779.8200000004435,0.010300000000000007,0.0078000000000000005,0.0,0.9000000000000001,0.0,114.0
1833.3800000004885,0.01150000000000001,0.012100000000000012,0.0,1.2200000000000004,0.0,102.0
2237.2900000008276,0.01160000000000001,0.01150000000000001,0.0,0.9700000000000002,0.0,116.0
2175.800000000776,0.011200000000000009,0.009900000000000006,0.0,1.0200000000000002,0.0,123.0
2039.5600000006616,0.008300000000000002,0.009200000000000003,0.0,0.8,0.0,121.0
2157.860000000761,0.008,0.009200000000000003,0.0,0.9500000000000002,0.0,105.0
2147.7200000007524,0.010100000000000007,0.008700000000000003,0.0,0.8800000000000001,0.0,97.0
