pressure,iron,copper,hardness,silica,alkalinity,conductance,conformity_class
400.4399999999939,0.0419999999999999,0.025,0.39,64.87,132.86,7228.52,nonconforming
253.92999999999904,0.041,0.015,0.24,117.26,205.66,3471.78,conforming
246.1299999999993,0.027,0.028,0.39,73.97,443.43,7626.58,nonconforming
288.8999999999978,0.038,0.021,0.03,34.32,21.32,6720.09,conforming
348.30999999999574,0.007,0.024,0.39,65.78,550.8100000000001,2756.13,nonconforming
318.0199999999968,0.016,0.02,0.42,14.82,463.97,4843.54,nonconforming
269.2699999999985,0.041,0.018,0.3299999999999999,133.38,542.49,8667.36,nonconforming
454.649999999992,0.046,0.024,0.12,21.06,758.4200000000001,862.2900000000001,nonconforming
424.619999999993,0.03,0.01,0.21,25.09,266.11,7130.240000000001,nonconforming
244.69999999999936,0.027,0.021,0.24,52.13,617.37,3980.47,conforming
243.00999999999945,0.01,0.005,0.3299999999999999,49.66,400.79,2911.87,nonconforming
390.1699999999943,0.017,0.021,0.21,64.35000000000001,202.54,4477.46,conforming
424.4899999999931,0.043,0.028,0.09,0.78,16.900000000000002,4975.62,nonconforming
283.179999999998,0.029,0.016,0.03,27.82,883.74,8831.29,nonconforming
227.67,0.024,0.017,0.24,30.03,145.21,8234.720000000001,nonconforming
229.2299999999999,0.006,0.025,0.21,14.56,570.7,8396.31,nonconforming
227.92999999999995,0.033,0.026,0.0,72.54,325.65000000000003,4705.610000000001,conforming
466.6099999999916,0.048,0.025,0.3299999999999999,26.0,740.48,482.69,nonconforming
455.169999999992,0.014,0.021,0.24,110.63,828.88,7818.46,nonconforming
512.36999999999,0.037,0.02,0.15,125.97,125.06,8832.59,nonconforming
248.7299999999992,0.023,0.025,0.15,48.88,515.45,346.32,conforming
350.51999999999566,0.044,0.021,0.18,124.02,343.59000000000003,6071.0,nonconforming
301.3799999999974,0.036,0.011,0.21,105.82,289.77,2311.4,nonconforming
474.14999999999134,0.051,0.016,0.12,53.95,284.83,3115.9700000000003,nonconforming
326.2099999999965,0.022,0.017,0.12,109.33,10.92,5808.400000000001,nonconforming
307.0999999999972,0.022,0.02,0.3299999999999999,77.87,876.98,5329.22,nonconforming
482.4699999999911,0.043,0.022,0.09,25.35,523.77,3372.98,nonconforming
266.5399999999986,0.037,0.024,0.15,6.76,869.0500000000001,8241.09,nonconforming
357.6699999999954,0.048,0.008,0.39,3.9,855.27,7364.110000000001,nonconforming
439.56999999999255,0.0419999999999999,0.011,0.3299999999999999,84.11,447.07,2603.12,nonconforming
345.44999999999584,0.011,0.026,0.21,128.83,766.61,3259.23,nonconforming
409.0199999999936,0.033,0.012,0.09,27.3,363.87,8319.35,nonconforming
482.2099999999911,0.041,0.026,0.36,19.63,176.02,7372.17,nonconforming
406.8099999999937,0.03,0.02,0.3,45.11,706.2900000000001,8770.32,nonconforming
328.54999999999643,0.045,0.026,0.18,47.97,789.36,176.41,nonconforming
317.7599999999968,0.051,0.02,0.0,98.93,13.65,639.86,nonconforming
351.42999999999563,0.054,0.026,0.09,120.25,11.44,3345.03,nonconforming
510.0299999999901,0.031,0.011,0.27,70.2,696.15,4868.89,nonconforming
385.8799999999944,0.03,0.016,0.15,90.61,873.6,6458.66,nonconforming
419.4199999999933,0.052,0.02,0.42,124.15,674.1800000000001,5658.900000000001,nonconforming
476.09999999999127,0.021,0.029,0.3299999999999999,103.22,353.21000000000004,3344.9,nonconforming
527.6899999999947,0.024,0.01,0.04,46.93,747.76,1669.85,nonconforming
384.6899999999997,0.03,0.008,0.08,50.83,468.0,779.74,conforming
577.869999999993,0.029,0.02,0.22,1.04,528.45,2466.75,nonconforming
599.1899999999922,0.006,0.021,0.1,44.33,593.45,305.11,nonconforming
546.1499999999941,0.024,0.02,0.08,55.120000000000005,43.42,4154.150000000001,nonconforming
423.0399999999984,0.032,0.017,0.26,32.76,180.83,3528.07,conforming
518.069999999995,0.007,0.014,0.3,50.83,524.16,6440.2,nonconforming
537.3099999999944,0.018,0.005,0.16,9.75,207.35,2091.05,conforming
448.9099999999975,0.015,0.017,0.28,49.4,530.14,386.49,conforming
616.2199999999916,0.02,0.014,0.1,14.3,376.87,638.82,conforming
660.6799999999901,0.031,0.013,0.0,40.56,88.79,1011.01,nonconforming
405.879999999999,0.028,0.009,0.06,25.48,21.58,5860.27,conforming
433.699999999998,0.034,0.011,0.2,52.39,304.07,5717.01,conforming
592.6899999999924,0.007,0.014,0.18,25.48,409.24,6231.29,nonconforming
438.1199999999978,0.026,0.012,0.06,47.97,444.99,2870.53,conforming
617.1299999999916,0.012,0.009,0.3,34.58,584.35,3373.24,nonconforming
451.1199999999974,0.03,0.006,0.2,54.34,94.25,2561.65,nonconforming
473.8699999999966,0.031,0.015,0.14,11.31,368.03,5006.56,nonconforming
571.1099999999932,0.01,0.011,0.2,58.24,298.61,2896.14,nonconforming
459.9599999999971,0.024,0.016,0.06,48.23,120.9,2888.4700000000003,nonconforming
547.319999999994,0.009,0.008,0.22,35.75,513.24,2799.03,nonconforming
640.5299999999908,0.018,0.023,0.26,17.16,508.04,6446.4400000000005,nonconforming
569.4199999999933,0.018,0.007,0.22,30.94,230.1,5183.75,nonconforming
494.2799999999959,0.007,0.015,0.04,6.11,579.8000000000001,5852.860000000001,nonconforming
500.64999999999566,0.005,0.009,0.28,53.95,360.36,24.05,nonconforming
654.8299999999903,0.028,0.019,0.26,29.51,407.16,6360.25,nonconforming
614.6599999999917,0.01,0.016,0.0,48.49,188.5,3225.56,nonconforming
543.4199999999942,0.012,0.016,0.04,32.63,745.5500000000001,7385.56,nonconforming
486.21999999999616,0.007,0.022,0.14,42.64,448.63,3834.74,nonconforming
608.6799999999919,0.023,0.018,0.28,48.23,620.1,91.65,nonconforming
469.96999999999673,0.034,0.01,0.24,42.64,559.65,6681.610000000001,nonconforming
636.6299999999909,0.015,0.019,0.18,28.34,101.92,2753.4,conforming
449.68999999999744,0.03,0.005,0.2,9.36,202.15,5481.97,conforming
591.3899999999925,0.025,0.006,0.28,41.47,610.48,4165.07,nonconforming
554.9899999999938,0.015,0.021,0.18,12.22,467.61,5906.42,nonconforming
473.0899999999966,0.033,0.017,0.16,57.85,352.17,2725.19,nonconforming
501.9499999999956,0.033,0.018,0.26,4.68,306.15000000000003,3554.85,nonconforming
423.8199999999984,0.027,0.018,0.08,58.63,108.68,3165.11,conforming
609.9799999999918,0.023,0.006,0.24,23.92,75.92,3801.98,nonconforming
502.3399999999956,0.016,0.018,0.12,43.16,536.9,6482.1900000000005,nonconforming
564.8699999999934,0.012,0.022,0.26,19.76,527.54,872.5600000000001,nonconforming
660.2899999999901,0.014,0.009,0.06,4.8100000000000005,685.36,4330.82,nonconforming
392.6199999999994,0.021,0.024,0.12,41.47,452.92,3244.28,conforming
440.84999999999775,0.014,0.02,0.04,12.87,137.02,4579.25,conforming
588.1399999999926,0.016,0.007,0.02,41.21,286.52,1015.3,nonconforming
638.3199999999908,0.017,0.011,0.04,34.58,319.02000000000004,3286.79,nonconforming
459.6999999999971,0.034,0.017,0.22,28.21,227.24,5431.01,nonconforming
568.5099999999933,0.03,0.012,0.18,50.57,340.47,3398.98,nonconforming
615.6999999999916,0.029,0.019,0.08,46.15,215.41,1599.91,nonconforming
659.3799999999901,0.02,0.015,0.1,52.65,345.02000000000004,5047.64,nonconforming
746.1999999999923,0.026,0.02,0.3,34.58,218.14,4562.09,nonconforming
562.3799999999987,0.019,0.007,0.06,18.59,514.15,5494.84,nonconforming
705.8999999999937,0.027,0.017,0.02,43.16,184.86,1760.3300000000002,nonconforming
634.2699999999962,0.008,0.019,0.18,31.98,189.54,619.84,nonconforming
585.5199999999979,0.012,0.022,0.0,26.52,340.21000000000004,4627.87,nonconforming
597.4799999999975,0.029,0.014,0.0,5.2,210.34,337.35,conforming
805.9999999999902,0.014,0.015,0.02,1.56,521.82,1813.37,nonconforming
617.2399999999968,0.022,0.017,0.06,35.230000000000004,328.51,70.98,nonconforming
639.729999999996,0.008,0.015,0.28,31.98,212.03,1056.64,nonconforming
656.4999999999955,0.021,0.006,0.14,40.17,371.8,2963.87,nonconforming
551.8499999999991,0.025,0.019,0.12,28.34,554.32,299.0,nonconforming
597.0899999999975,0.006,0.016,0.1,30.94,467.74,1811.55,conforming
712.0099999999935,0.006,0.006,0.0,42.64,337.09000000000003,1615.38,nonconforming
644.5399999999959,0.005,0.005,0.18,42.51,253.24,2578.6800000000003,nonconforming
640.899999999996,0.029,0.007,0.1,18.46,273.91,4470.4400000000005,nonconforming
785.069999999991,0.009,0.01,0.3,7.54,492.83,1686.49,nonconforming
821.9899999999897,0.019,0.007,0.02,26.0,328.38,5659.81,nonconforming
638.9499999999961,0.007,0.024,0.18,30.94,334.1,4587.18,nonconforming
559.6499999999988,0.025,0.023,0.26,8.450000000000001,112.32,562.12,nonconforming
653.6399999999956,0.013,0.01,0.12,23.4,338.65000000000003,4523.87,nonconforming
583.829999999998,0.005,0.01,0.26,21.97,44.07,1934.53,nonconforming
729.2999999999929,0.01,0.01,0.1,39.0,549.9,5637.97,nonconforming
654.9399999999955,0.019,0.024,0.3,37.96,374.27,605.9300000000001,nonconforming
726.179999999993,0.025,0.023,0.06,21.84,540.41,989.82,nonconforming
752.0499999999921,0.027,0.021,0.16,8.450000000000001,246.74,3214.6400000000003,nonconforming
624.1299999999966,0.016,0.005,0.04,35.49,78.0,4658.9400000000005,nonconforming
780.9099999999911,0.02,0.009,0.14,36.53,79.3,1716.26,nonconforming
765.3099999999916,0.008,0.016,0.08,30.81,574.21,3574.61,nonconforming
796.6399999999906,0.017,0.01,0.3,4.42,331.89,1621.75,nonconforming
652.4699999999956,0.025,0.006,0.28,26.39,237.25,2757.3,nonconforming
592.1499999999977,0.017,0.012,0.26,40.04,4.8100000000000005,5004.4800000000005,nonconforming
759.0699999999919,0.027,0.007,0.1,16.77,593.58,3028.09,nonconforming
531.4399999999998,0.028,0.009,0.12,5.07,450.45,5915.26,nonconforming
749.5799999999922,0.006,0.008,0.16,22.75,399.88,5394.610000000001,nonconforming
602.6799999999973,0.019,0.006,0.28,6.37,411.06,5598.45,nonconforming
696.2799999999941,0.028,0.007,0.08,5.33,199.03,985.53,nonconforming
792.8699999999907,0.011,0.009,0.06,24.96,315.38,4036.24,nonconforming
635.6999999999962,0.01,0.015,0.04,33.800000000000004,36.79,5314.53,nonconforming
767.3899999999916,0.022,0.013,0.14,36.14,367.9,4271.41,nonconforming
675.0899999999948,0.021,0.007,0.08,11.57,293.93,46.67,conforming
680.6799999999946,0.02,0.006,0.08,41.47,325.39,1242.28,nonconforming
575.7699999999983,0.007,0.009,0.12,23.27,514.9300000000001,724.88,nonconforming
663.5199999999952,0.019,0.007,0.14,13.13,121.03,4812.6,nonconforming
757.5099999999919,0.018,0.019,0.2,11.96,114.14,5785.52,nonconforming
736.9699999999926,0.022,0.014,0.02,14.95,246.61,809.9,conforming
664.5599999999952,0.024,0.005,0.04,12.22,132.08,5503.03,nonconforming
532.6099999999998,0.009,0.013,0.3,4.8100000000000005,88.92,2997.54,nonconforming
594.2299999999976,0.018,0.022,0.0,8.450000000000001,253.11,2148.38,nonconforming
610.3499999999971,0.008,0.006,0.04,35.620000000000005,419.9,2254.98,nonconforming
549.8999999999992,0.018,0.012,0.24,39.13,292.76,3726.84,nonconforming
958.98999999999,0.008,0.011,0.14,24.57,319.8,3120.65,nonconforming
918.1699999999915,0.016,0.019,0.09,16.51,264.42,266.11,nonconforming
834.7099999999945,0.018,0.015,0.08,16.25,130.52,1269.71,conforming
900.2299999999922,0.014,0.012,0.14,15.34,119.99,646.49,nonconforming
870.1999999999932,0.008,0.019,0.01,15.08,61.1,2116.53,nonconforming
908.809999999992,0.006,0.013,0.07,26.91,115.57,1661.53,nonconforming
830.1599999999946,0.01,0.014,0.14,10.01,304.59000000000003,60.45,nonconforming
827.0399999999947,0.024,0.007,0.11,2.34,435.37,3889.73,nonconforming
807.0199999999954,0.006,0.02,0.01,18.07,195.0,989.69,nonconforming
681.9599999999998,0.012,0.013,0.04,5.07,258.05,3902.21,conforming
880.4699999999929,0.017,0.02,0.13,21.06,429.13,1164.67,nonconforming
706.7899999999989,0.022,0.009,0.03,19.89,51.61,1914.77,conforming
757.8799999999972,0.009,0.006,0.03,14.56,139.1,2409.03,conforming
740.1999999999978,0.013,0.009,0.07,18.85,239.59,3104.1400000000003,conforming
733.699999999998,0.02,0.009,0.09,27.69,256.36,4104.49,nonconforming
942.4799999999908,0.012,0.009,0.01,19.11,177.84,1293.76,nonconforming
860.0599999999936,0.014,0.005,0.14,19.76,112.71,3933.8,nonconforming
944.2999999999906,0.017,0.005,0.09,3.38,141.05,1638.13,nonconforming
717.5799999999986,0.019,0.017,0.0,21.19,54.08,1518.92,conforming
789.989999999996,0.016,0.019,0.01,6.5,277.29,3522.74,nonconforming
820.539999999995,0.023,0.015,0.02,5.59,378.95,2000.18,nonconforming
854.7299999999938,0.005,0.015,0.13,15.34,185.25,1300.78,nonconforming
716.6699999999986,0.005,0.014,0.07,3.25,265.2,1215.37,conforming
798.6999999999957,0.012,0.005,0.03,27.69,33.410000000000004,2634.71,nonconforming
895.2899999999923,0.018,0.012,0.0,12.74,412.75,1546.74,nonconforming
885.2799999999927,0.015,0.02,0.04,7.0200000000000005,374.01,2262.0,nonconforming
882.6799999999928,0.016,0.013,0.05,26.78,82.29,4310.02,nonconforming
758.5299999999971,0.007,0.009,0.04,21.71,385.06,4228.64,nonconforming
826.1299999999948,0.012,0.013,0.13,27.82,93.6,4406.4800000000005,nonconforming
734.869999999998,0.005,0.015,0.14,5.2,217.88,2248.61,conforming
952.6199999999905,0.021,0.012,0.13,26.65,140.01,3211.26,nonconforming
713.9399999999987,0.014,0.02,0.11,21.84,91.13,3880.89,conforming
865.2599999999934,0.006,0.005,0.06,18.07,168.09,3664.7,nonconforming
754.8899999999973,0.017,0.012,0.13,7.15,137.02,4190.16,nonconforming
692.7499999999994,0.014,0.015,0.08,29.12,230.88,2271.75,conforming
951.1899999999904,0.017,0.011,0.05,20.8,16.51,1237.99,nonconforming
683.6499999999997,0.019,0.01,0.1,25.61,257.66,2823.73,conforming
948.5899999999904,0.008,0.006,0.0,3.51,255.19,985.53,nonconforming
863.9599999999934,0.005,0.019,0.04,22.75,190.06,898.4300000000001,nonconforming
723.6899999999983,0.02,0.005,0.08,28.08,5.59,3396.38,conforming
909.199999999992,0.024,0.009,0.03,25.87,101.01,3718.65,nonconforming
700.6799999999992,0.007,0.014,0.01,1.04,338.65000000000003,3770.0,conforming
764.7699999999969,0.016,0.008,0.06,2.34,183.3,3664.96,nonconforming
706.399999999999,0.015,0.013,0.1,20.28,316.94,1721.72,conforming
799.3499999999957,0.017,0.017,0.09,18.46,233.22,2433.86,nonconforming
759.6999999999971,0.018,0.01,0.1,14.69,264.16,1918.8,conforming
814.2999999999952,0.017,0.007,0.1,9.36,409.76,89.7,nonconforming
822.4899999999949,0.014,0.02,0.14,16.77,405.08,1602.51,nonconforming
847.319999999994,0.02,0.014,0.09,18.07,297.05,294.97,conforming
687.2899999999996,0.019,0.006,0.0,24.31,216.97,374.14,conforming
891.2799999999986,0.012,0.008,0.07,6.5,52.260000000000005,816.14,conforming
926.6399999999974,0.014,0.009,0.055,1.17,169.65,1646.71,nonconforming
1020.369999999994,0.021,0.015,0.04,5.59,137.8,203.06,nonconforming
1018.4199999999942,0.024,0.016,0.025,11.05,3.12,1656.98,nonconforming
863.4599999999996,0.01,0.02,0.07,10.27,170.95000000000002,98.67,nonconforming
937.299999999997,0.022,0.012,0.075,4.42,175.24,2941.12,nonconforming
875.5499999999992,0.021,0.017,0.015,6.890000000000001,248.69,1075.49,nonconforming
985.0099999999952,0.017,0.019,0.06,11.05,30.94,2513.03,nonconforming
863.4599999999996,0.023,0.017,0.02,7.54,225.42,1721.59,nonconforming
937.559999999997,0.024,0.008,0.01,4.42,17.94,565.89,nonconforming
1037.9199999999937,0.022,0.019,0.07,0.39,244.92,1859.65,nonconforming
1011.5299999999944,0.017,0.017,0.005,5.46,0.52,484.77,nonconforming
976.6899999999956,0.023,0.02,0.06,5.8500000000000005,74.36,1951.56,nonconforming
1038.0499999999934,0.021,0.016,0.03,1.56,227.37,2418.65,nonconforming
1043.8999999999933,0.008,0.017,0.01,11.31,63.96,1116.31,nonconforming
1045.7199999999932,0.017,0.015,0.055,4.55,39.26,30.55,nonconforming
1019.329999999994,0.022,0.012,0.025,5.2,208.78,603.85,nonconforming
1000.4799999999948,0.015,0.014,0.06,3.64,14.56,1258.01,nonconforming
1045.849999999993,0.012,0.015,0.075,5.07,94.12,2329.34,nonconforming
987.2199999999953,0.015,0.018,0.04,8.19,39.52,2333.37,nonconforming
949.1299999999966,0.021,0.01,0.02,3.38,262.47,1034.15,nonconforming
937.559999999997,0.007,0.019,0.005,5.33,163.54,721.5,nonconforming
861.8999999999996,0.018,0.008,0.055,6.63,197.08,2913.69,conforming
1025.439999999994,0.01,0.008,0.04,10.4,293.54,760.37,nonconforming
968.109999999996,0.02,0.01,0.035,6.24,70.98,1070.16,conforming
858.2599999999998,0.014,0.019,0.06,8.32,203.32,807.3000000000001,nonconforming
1031.6799999999937,0.011,0.014,0.04,4.29,196.56,2722.2000000000003,nonconforming
900.3799999999983,0.024,0.005,0.02,2.6,123.76,982.02,nonconforming
992.939999999995,0.021,0.011,0.035,2.73,135.33,2459.34,nonconforming
1020.109999999994,0.006,0.015,0.03,6.76,70.98,2761.59,nonconforming
993.849999999995,0.008,0.006,0.055,7.0200000000000005,170.56,300.82,nonconforming
944.5799999999967,0.01,0.006,0.015,0.26,24.31,2695.81,nonconforming
985.3999999999952,0.007,0.016,0.055,1.4300000000000002,36.92,826.15,nonconforming
1013.6099999999944,0.008,0.009,0.035,4.16,178.62,2309.9700000000003,nonconforming
920.7899999999976,0.016,0.01,0.06,6.24,25.74,553.54,nonconforming
879.319999999999,0.017,0.017,0.045,3.64,232.83,1534.39,nonconforming
917.7999999999976,0.016,0.005,0.065,8.58,78.26,2474.03,nonconforming
1048.839999999993,0.014,0.01,0.05,9.49,141.31,36.66,nonconforming
880.879999999999,0.015,0.018,0.03,2.73,82.29,2137.07,nonconforming
897.7799999999984,0.023,0.009,0.045,11.05,201.11,2583.75,nonconforming
1009.1899999999944,0.02,0.013,0.035,0.26,15.47,558.35,nonconforming
991.7699999999952,0.007,0.012,0.045,7.28,290.94,1502.02,nonconforming
1021.279999999994,0.018,0.016,0.055,1.4300000000000002,265.2,270.79,nonconforming
947.1799999999968,0.014,0.015,0.055,10.01,3.25,614.25,nonconforming
1014.5199999999944,0.016,0.006,0.045,7.800000000000001,7.41,1334.06,nonconforming
955.3699999999964,0.022,0.014,0.02,10.79,93.47,2253.94,nonconforming
979.5499999999956,0.023,0.007,0.025,4.8100000000000005,203.97,397.28,nonconforming
1026.999999999994,0.015,0.006,0.075,7.54,33.410000000000004,1329.38,nonconforming
878.539999999999,0.013,0.013,0.075,3.77,7.54,1773.72,conforming
953.2899999999964,0.023,0.01,0.045,6.11,196.04,36.53,nonconforming
1152.159999999986,0.012,0.0103,0.0,0.89,0.0,131.809999999998,nonconforming
1106.2699999999877,0.0089,0.0117,0.0,0.89,0.0,117.50999999999851,nonconforming
1086.7699999999882,0.0104,0.0108,0.0,1.41,0.0,85.78999999999962,nonconforming
960.0199999999928,0.0102,0.0106,0.0,0.76,0.0,166.2599999999968,conforming
1446.9999999999757,0.0097,0.01,0.0,1.02,0.0,96.96999999999925,conforming
1405.919999999977,0.0121,0.0125,0.0,2.06,0.0,165.08999999999685,nonconforming
1734.0399999999656,0.0124,0.0102,0.0,1.15,0.0,157.5499999999971,nonconforming
1132.2699999999868,0.0075,0.008,0.0,1.02,0.0,162.22999999999695,nonconforming
1735.2099999999657,0.0091,0.0089,0.0,2.19,0.0,85.39999999999964,nonconforming
996.5499999999914,0.0114,0.0116,0.0,1.67,0.0,120.7599999999984,conforming
1472.349999999975,0.0075,0.0076,0.0,0.89,0.0,174.57999999999652,nonconforming
967.2999999999925,0.0075,0.012,0.0,0.76,0.0,155.98999999999717,conforming
1499.5199999999738,0.0109,0.0111,0.0,2.06,0.0,91.63999999999942,nonconforming
777.4999999999991,0.0078,0.0114,0.0,0.89,0.0,115.0399999999986,conforming
954.6899999999928,0.0089,0.0079,0.0,1.28,0.0,140.3899999999977,conforming
1072.9899999999889,0.0116,0.0086,0.0,0.76,0.0,134.7999999999979,nonconforming
1527.7299999999727,0.0077,0.01,0.0,0.89,0.0,147.14999999999748,nonconforming
970.2899999999923,0.0095,0.0101,0.0,2.45,0.0,95.66999999999928,conforming
1358.7299999999786,0.0103,0.0075,0.0,2.45,0.0,122.57999999999834,nonconforming
994.9899999999916,0.0093,0.0088,0.0,2.3200000000000003,0.0,86.17999999999961,conforming
1463.249999999975,0.0103,0.0102,0.0,1.93,0.0,122.44999999999834,nonconforming
1389.7999999999777,0.0088,0.0106,0.0,0.89,0.0,126.3499999999982,nonconforming
1198.0499999999845,0.0123,0.0107,0.0,0.76,0.0,137.26999999999782,nonconforming
1549.179999999972,0.0114,0.0095,0.0,0.76,0.0,165.99999999999682,nonconforming
974.5799999999922,0.0077,0.0101,0.0,1.15,0.0,144.0299999999976,conforming
1140.0699999999863,0.0101,0.0085,0.0,2.19,0.0,157.5499999999971,nonconforming
842.3699999999968,0.0094,0.0124,0.0,2.3200000000000003,0.0,123.4899999999983,conforming
1561.9199999999717,0.0079,0.0079,0.0,2.3200000000000003,0.0,149.87999999999738,nonconforming
1509.0099999999734,0.0113,0.0116,0.0,0.89,0.0,99.69999999999914,nonconforming
1535.0099999999725,0.0113,0.0107,0.0,0.76,0.0,162.48999999999694,nonconforming
1542.5499999999724,0.0113,0.012,0.0,2.06,0.0,84.87999999999965,nonconforming
1062.979999999989,0.0088,0.0085,0.0,1.93,0.0,154.6899999999972,nonconforming
966.1299999999924,0.011,0.0103,0.0,1.28,0.0,109.83999999999878,conforming
1357.429999999979,0.0123,0.0111,0.0,0.89,0.0,151.30999999999733,nonconforming
1457.2699999999754,0.0109,0.0113,0.0,1.67,0.0,80.5899999999998,nonconforming
1604.68999999997,0.0125,0.009,0.0,1.93,0.0,98.1399999999992,nonconforming
1033.33999999999,0.0106,0.0124,0.0,1.93,0.0,121.0199999999984,nonconforming
927.6499999999938,0.0075,0.0096,0.0,1.67,0.0,76.42999999999995,conforming
1139.5499999999863,0.0114,0.0079,0.0,2.06,0.0,79.15999999999985,nonconforming
1094.309999999988,0.0107,0.0077,0.0,1.15,0.0,157.02999999999713,nonconforming
1095.869999999988,0.0091,0.0093,0.0,2.06,0.0,128.42999999999813,nonconforming
829.1099999999973,0.0096,0.0099,0.0,1.41,0.0,119.58999999999844,conforming
1567.8999999999714,0.0121,0.0077,0.0,1.02,0.0,103.07999999999902,nonconforming
1250.309999999983,0.0113,0.0078,0.0,1.54,0.0,113.60999999999864,nonconforming
1434.129999999976,0.0088,0.0093,0.0,1.28,0.0,132.84999999999798,conforming
1624.7099999999696,0.008,0.0106,0.0,0.89,0.0,76.16999999999996,nonconforming
1660.849999999968,0.0087,0.0108,0.0,1.41,0.0,137.13999999999783,nonconforming
1587.9199999999707,0.0112,0.0118,0.0,1.28,0.0,154.55999999999722,nonconforming
